date_id,date,year,quarter,month,month_name,day,day_of_week,week_of_year
20240820,2024-08-20,2024,3,8,August,20,1,34
20240821,2024-08-21,2024,3,8,August,21,2,34
20240822,2024-08-22,2024,3,8,August,22,3,34
20240823,2024-08-23,2024,3,8,August,23,4,34
20240824,2024-08-24,2024,3,8,August,24,5,34
20240825,2024-08-25,2024,3,8,August,25,6,34
20240826,2024-08-26,2024,3,8,August,26,0,35
20240827,2024-08-27,2024,3,8,August,27,1,35
20240828,2024-08-28,2024,3,8,August,28,2,35
20240829,2024-08-29,2024,3,8,August,29,3,35
20240830,2024-08-30,2024,3,8,August,30,4,35
20240831,2024-08-31,2024,3,8,August,31,5,35
20240901,2024-09-01,2024,3,9,September,1,6,35
20240902,2024-09-02,2024,3,9,September,2,0,36
20240903,2024-09-03,2024,3,9,September,3,1,36
20240904,2024-09-04,2024,3,9,September,4,2,36
20240905,2024-09-05,2024,3,9,September,5,3,36
20240906,2024-09-06,2024,3,9,September,6,4,36
20240907,2024-09-07,2024,3,9,September,7,5,36
20240908,2024-09-08,2024,3,9,September,8,6,36
20240909,2024-09-09,2024,3,9,September,9,0,37
20240910,2024-09-10,2024,3,9,September,10,1,37
20240911,2024-09-11,2024,3,9,September,11,2,37
20240912,2024-09-12,2024,3,9,September,12,3,37
20240913,2024-09-13,2024,3,9,September,13,4,37
20240914,2024-09-14,2024,3,9,September,14,5,37
20240915,2024-09-15,2024,3,9,September,15,6,37
20240916,2024-09-16,2024,3,9,September,16,0,38
20240917,2024-09-17,2024,3,9,September,17,1,38
20240918,2024-09-18,2024,3,9,September,18,2,38
20240919,2024-09-19,2024,3,9,September,19,3,38
20240920,2024-09-20,2024,3,9,September,20,4,38
20240921,2024-09-21,2024,3,9,September,21,5,38
20240922,2024-09-22,2024,3,9,September,22,6,38
20240923,2024-09-23,2024,3,9,September,23,0,39
20240924,2024-09-24,2024,3,9,September,24,1,39
20240925,2024-09-25,2024,3,9,September,25,2,39
20240926,2024-09-26,2024,3,9,September,26,3,39
20240927,2024-09-27,2024,3,9,September,27,4,39
20240928,2024-09-28,2024,3,9,September,28,5,39
20240929,2024-09-29,2024,3,9,September,29,6,39
20240930,2024-09-30,2024,3,9,September,30,0,40
20241001,2024-10-01,2024,4,10,October,1,1,40
20241002,2024-10-02,2024,4,10,October,2,2,40
20241003,2024-10-03,2024,4,10,October,3,3,40
20241004,2024-10-04,2024,4,10,October,4,4,40
20241005,2024-10-05,2024,4,10,October,5,5,40
20241006,2024-10-06,2024,4,10,October,6,6,40
20241007,2024-10-07,2024,4,10,October,7,0,41
20241008,2024-10-08,2024,4,10,October,8,1,41
20241009,2024-10-09,2024,4,10,October,9,2,41
20241010,2024-10-10,2024,4,10,October,10,3,41
20241011,2024-10-11,2024,4,10,October,11,4,41
20241012,2024-10-12,2024,4,10,October,12,5,41
20241013,2024-10-13,2024,4,10,October,13,6,41
20241014,2024-10-14,2024,4,10,October,14,0,42
20241015,2024-10-15,2024,4,10,October,15,1,42
20241016,2024-10-16,2024,4,10,October,16,2,42
20241017,2024-10-17,2024,4,10,October,17,3,42
20241018,2024-10-18,2024,4,10,October,18,4,42
20241019,2024-10-19,2024,4,10,October,19,5,42
20241020,2024-10-20,2024,4,10,October,20,6,42
20241021,2024-10-21,2024,4,10,October,21,0,43
20241022,2024-10-22,2024,4,10,October,22,1,43
20241023,2024-10-23,2024,4,10,October,23,2,43
20241024,2024-10-24,2024,4,10,October,24,3,43
20241025,2024-10-25,2024,4,10,October,25,4,43
20241026,2024-10-26,2024,4,10,October,26,5,43
20241027,2024-10-27,2024,4,10,October,27,6,43
20241028,2024-10-28,2024,4,10,October,28,0,44
20241029,2024-10-29,2024,4,10,October,29,1,44
20241030,2024-10-30,2024,4,10,October,30,2,44
20241031,2024-10-31,2024,4,10,October,31,3,44
20241101,2024-11-01,2024,4,11,November,1,4,44
20241102,2024-11-02,2024,4,11,November,2,5,44
20241103,2024-11-03,2024,4,11,November,3,6,44
20241104,2024-11-04,2024,4,11,November,4,0,45
20241105,2024-11-05,2024,4,11,November,5,1,45
20241106,2024-11-06,2024,4,11,November,6,2,45
20241107,2024-11-07,2024,4,11,November,7,3,45
20241108,2024-11-08,2024,4,11,November,8,4,45
20241109,2024-11-09,2024,4,11,November,9,5,45
20241110,2024-11-10,2024,4,11,November,10,6,45
20241111,2024-11-11,2024,4,11,November,11,0,46
20241112,2024-11-12,2024,4,11,November,12,1,46
20241113,2024-11-13,2024,4,11,November,13,2,46
20241114,2024-11-14,2024,4,11,November,14,3,46
20241115,2024-11-15,2024,4,11,November,15,4,46
20241116,2024-11-16,2024,4,11,November,16,5,46
20241117,2024-11-17,2024,4,11,November,17,6,46
20241118,2024-11-18,2024,4,11,November,18,0,47
20241119,2024-11-19,2024,4,11,November,19,1,47
20241120,2024-11-20,2024,4,11,November,20,2,47
20241121,2024-11-21,2024,4,11,November,21,3,47
20241122,2024-11-22,2024,4,11,November,22,4,47
20241123,2024-11-23,2024,4,11,November,23,5,47
20241124,2024-11-24,2024,4,11,November,24,6,47
20241125,2024-11-25,2024,4,11,November,25,0,48
20241126,2024-11-26,2024,4,11,November,26,1,48
20241127,2024-11-27,2024,4,11,November,27,2,48
20241128,2024-11-28,2024,4,11,November,28,3,48
20241129,2024-11-29,2024,4,11,November,29,4,48
20241130,2024-11-30,2024,4,11,November,30,5,48
20241201,2024-12-01,2024,4,12,December,1,6,48
20241202,2024-12-02,2024,4,12,December,2,0,49
20241203,2024-12-03,2024,4,12,December,3,1,49
20241204,2024-12-04,2024,4,12,December,4,2,49
20241205,2024-12-05,2024,4,12,December,5,3,49
20241206,2024-12-06,2024,4,12,December,6,4,49
20241207,2024-12-07,2024,4,12,December,7,5,49
20241208,2024-12-08,2024,4,12,December,8,6,49
20241209,2024-12-09,2024,4,12,December,9,0,50
20241210,2024-12-10,2024,4,12,December,10,1,50
20241211,2024-12-11,2024,4,12,December,11,2,50
20241212,2024-12-12,2024,4,12,December,12,3,50
20241213,2024-12-13,2024,4,12,December,13,4,50
20241214,2024-12-14,2024,4,12,December,14,5,50
20241215,2024-12-15,2024,4,12,December,15,6,50
20241216,2024-12-16,2024,4,12,December,16,0,51
20241217,2024-12-17,2024,4,12,December,17,1,51
20241218,2024-12-18,2024,4,12,December,18,2,51
20241219,2024-12-19,2024,4,12,December,19,3,51
20241220,2024-12-20,2024,4,12,December,20,4,51
20241221,2024-12-21,2024,4,12,December,21,5,51
20241222,2024-12-22,2024,4,12,December,22,6,51
20241223,2024-12-23,2024,4,12,December,23,0,52
20241224,2024-12-24,2024,4,12,December,24,1,52
20241225,2024-12-25,2024,4,12,December,25,2,52
20241226,2024-12-26,2024,4,12,December,26,3,52
20241227,2024-12-27,2024,4,12,December,27,4,52
20241228,2024-12-28,2024,4,12,December,28,5,52
20241229,2024-12-29,2024,4,12,December,29,6,52
20241230,2024-12-30,2024,4,12,December,30,0,1
20241231,2024-12-31,2024,4,12,December,31,1,1
20250101,2025-01-01,2025,1,1,January,1,2,1
20250102,2025-01-02,2025,1,1,January,2,3,1
20250103,2025-01-03,2025,1,1,January,3,4,1
20250104,2025-01-04,2025,1,1,January,4,5,1
20250105,2025-01-05,2025,1,1,January,5,6,1
20250106,2025-01-06,2025,1,1,January,6,0,2
20250107,2025-01-07,2025,1,1,January,7,1,2
20250108,2025-01-08,2025,1,1,January,8,2,2
20250109,2025-01-09,2025,1,1,January,9,3,2
20250110,2025-01-10,2025,1,1,January,10,4,2
20250111,2025-01-11,2025,1,1,January,11,5,2
20250112,2025-01-12,2025,1,1,January,12,6,2
20250113,2025-01-13,2025,1,1,January,13,0,3
20250114,2025-01-14,2025,1,1,January,14,1,3
20250115,2025-01-15,2025,1,1,January,15,2,3
20250116,2025-01-16,2025,1,1,January,16,3,3
20250117,2025-01-17,2025,1,1,January,17,4,3
20250118,2025-01-18,2025,1,1,January,18,5,3
20250119,2025-01-19,2025,1,1,January,19,6,3
20250120,2025-01-20,2025,1,1,January,20,0,4
20250121,2025-01-21,2025,1,1,January,21,1,4
20250122,2025-01-22,2025,1,1,January,22,2,4
20250123,2025-01-23,2025,1,1,January,23,3,4
20250124,2025-01-24,2025,1,1,January,24,4,4
20250125,2025-01-25,2025,1,1,January,25,5,4
20250126,2025-01-26,2025,1,1,January,26,6,4
20250127,2025-01-27,2025,1,1,January,27,0,5
20250128,2025-01-28,2025,1,1,January,28,1,5
20250129,2025-01-29,2025,1,1,January,29,2,5
20250130,2025-01-30,2025,1,1,January,30,3,5
20250131,2025-01-31,2025,1,1,January,31,4,5
20250201,2025-02-01,2025,1,2,February,1,5,5
20250202,2025-02-02,2025,1,2,February,2,6,5
20250203,2025-02-03,2025,1,2,February,3,0,6
20250204,2025-02-04,2025,1,2,February,4,1,6
20250205,2025-02-05,2025,1,2,February,5,2,6
20250206,2025-02-06,2025,1,2,February,6,3,6
20250207,2025-02-07,2025,1,2,February,7,4,6
20250208,2025-02-08,2025,1,2,February,8,5,6
20250209,2025-02-09,2025,1,2,February,9,6,6
20250210,2025-02-10,2025,1,2,February,10,0,7
20250211,2025-02-11,2025,1,2,February,11,1,7
20250212,2025-02-12,2025,1,2,February,12,2,7
20250213,2025-02-13,2025,1,2,February,13,3,7
20250214,2025-02-14,2025,1,2,February,14,4,7
20250215,2025-02-15,2025,1,2,February,15,5,7
20250216,2025-02-16,2025,1,2,February,16,6,7
20250217,2025-02-17,2025,1,2,February,17,0,8
20250218,2025-02-18,2025,1,2,February,18,1,8
20250219,2025-02-19,2025,1,2,February,19,2,8
20250220,2025-02-20,2025,1,2,February,20,3,8
20250221,2025-02-21,2025,1,2,February,21,4,8
20250222,2025-02-22,2025,1,2,February,22,5,8
20250223,2025-02-23,2025,1,2,February,23,6,8
20250224,2025-02-24,2025,1,2,February,24,0,9
20250225,2025-02-25,2025,1,2,February,25,1,9
20250226,2025-02-26,2025,1,2,February,26,2,9
20250227,2025-02-27,2025,1,2,February,27,3,9
20250228,2025-02-28,2025,1,2,February,28,4,9
20250301,2025-03-01,2025,1,3,March,1,5,9
20250302,2025-03-02,2025,1,3,March,2,6,9
20250303,2025-03-03,2025,1,3,March,3,0,10
20250304,2025-03-04,2025,1,3,March,4,1,10
20250305,2025-03-05,2025,1,3,March,5,2,10
20250306,2025-03-06,2025,1,3,March,6,3,10
20250307,2025-03-07,2025,1,3,March,7,4,10
20250308,2025-03-08,2025,1,3,March,8,5,10
20250309,2025-03-09,2025,1,3,March,9,6,10
20250310,2025-03-10,2025,1,3,March,10,0,11
20250311,2025-03-11,2025,1,3,March,11,1,11
20250312,2025-03-12,2025,1,3,March,12,2,11
20250313,2025-03-13,2025,1,3,March,13,3,11
20250314,2025-03-14,2025,1,3,March,14,4,11
20250315,2025-03-15,2025,1,3,March,15,5,11
20250316,2025-03-16,2025,1,3,March,16,6,11
20250317,2025-03-17,2025,1,3,March,17,0,12
20250318,2025-03-18,2025,1,3,March,18,1,12
20250319,2025-03-19,2025,1,3,March,19,2,12
20250320,2025-03-20,2025,1,3,March,20,3,12
20250321,2025-03-21,2025,1,3,March,21,4,12
20250322,2025-03-22,2025,1,3,March,22,5,12
20250323,2025-03-23,2025,1,3,March,23,6,12
20250324,2025-03-24,2025,1,3,March,24,0,13
20250325,2025-03-25,2025,1,3,March,25,1,13
20250326,2025-03-26,2025,1,3,March,26,2,13
20250327,2025-03-27,2025,1,3,March,27,3,13
20250328,2025-03-28,2025,1,3,March,28,4,13
20250329,2025-03-29,2025,1,3,March,29,5,13
20250330,2025-03-30,2025,1,3,March,30,6,13
20250331,2025-03-31,2025,1,3,March,31,0,14
20250401,2025-04-01,2025,2,4,April,1,1,14
20250402,2025-04-02,2025,2,4,April,2,2,14
20250403,2025-04-03,2025,2,4,April,3,3,14
20250404,2025-04-04,2025,2,4,April,4,4,14
20250405,2025-04-05,2025,2,4,April,5,5,14
20250406,2025-04-06,2025,2,4,April,6,6,14
20250407,2025-04-07,2025,2,4,April,7,0,15
20250408,2025-04-08,2025,2,4,April,8,1,15
20250409,2025-04-09,2025,2,4,April,9,2,15
20250410,2025-04-10,2025,2,4,April,10,3,15
20250411,2025-04-11,2025,2,4,April,11,4,15
20250412,2025-04-12,2025,2,4,April,12,5,15
20250413,2025-04-13,2025,2,4,April,13,6,15
20250414,2025-04-14,2025,2,4,April,14,0,16
20250415,2025-04-15,2025,2,4,April,15,1,16
20250416,2025-04-16,2025,2,4,April,16,2,16
20250417,2025-04-17,2025,2,4,April,17,3,16
20250418,2025-04-18,2025,2,4,April,18,4,16
20250419,2025-04-19,2025,2,4,April,19,5,16
20250420,2025-04-20,2025,2,4,April,20,6,16
20250421,2025-04-21,2025,2,4,April,21,0,17
20250422,2025-04-22,2025,2,4,April,22,1,17
20250423,2025-04-23,2025,2,4,April,23,2,17
20250424,2025-04-24,2025,2,4,April,24,3,17
20250425,2025-04-25,2025,2,4,April,25,4,17
20250426,2025-04-26,2025,2,4,April,26,5,17
20250427,2025-04-27,2025,2,4,April,27,6,17
20250428,2025-04-28,2025,2,4,April,28,0,18
20250429,2025-04-29,2025,2,4,April,29,1,18
20250430,2025-04-30,2025,2,4,April,30,2,18
20250501,2025-05-01,2025,2,5,May,1,3,18
20250502,2025-05-02,2025,2,5,May,2,4,18
20250503,2025-05-03,2025,2,5,May,3,5,18
20250504,2025-05-04,2025,2,5,May,4,6,18
20250505,2025-05-05,2025,2,5,May,5,0,19
20250506,2025-05-06,2025,2,5,May,6,1,19
20250507,2025-05-07,2025,2,5,May,7,2,19
20250508,2025-05-08,2025,2,5,May,8,3,19
20250509,2025-05-09,2025,2,5,May,9,4,19
20250510,2025-05-10,2025,2,5,May,10,5,19
20250511,2025-05-11,2025,2,5,May,11,6,19
20250512,2025-05-12,2025,2,5,May,12,0,20
20250513,2025-05-13,2025,2,5,May,13,1,20
20250514,2025-05-14,2025,2,5,May,14,2,20
20250515,2025-05-15,2025,2,5,May,15,3,20
20250516,2025-05-16,2025,2,5,May,16,4,20
20250517,2025-05-17,2025,2,5,May,17,5,20
20250518,2025-05-18,2025,2,5,May,18,6,20
20250519,2025-05-19,2025,2,5,May,19,0,21
20250520,2025-05-20,2025,2,5,May,20,1,21
20250521,2025-05-21,2025,2,5,May,21,2,21
20250522,2025-05-22,2025,2,5,May,22,3,21
20250523,2025-05-23,2025,2,5,May,23,4,21
20250524,2025-05-24,2025,2,5,May,24,5,21
20250525,2025-05-25,2025,2,5,May,25,6,21
20250526,2025-05-26,2025,2,5,May,26,0,22
20250527,2025-05-27,2025,2,5,May,27,1,22
20250528,2025-05-28,2025,2,5,May,28,2,22
20250529,2025-05-29,2025,2,5,May,29,3,22
20250530,2025-05-30,2025,2,5,May,30,4,22
20250531,2025-05-31,2025,2,5,May,31,5,22
20250601,2025-06-01,2025,2,6,June,1,6,22
20250602,2025-06-02,2025,2,6,June,2,0,23
20250603,2025-06-03,2025,2,6,June,3,1,23
20250604,2025-06-04,2025,2,6,June,4,2,23
20250605,2025-06-05,2025,2,6,June,5,3,23
20250606,2025-06-06,2025,2,6,June,6,4,23
20250607,2025-06-07,2025,2,6,June,7,5,23
20250608,2025-06-08,2025,2,6,June,8,6,23
20250609,2025-06-09,2025,2,6,June,9,0,24
20250610,2025-06-10,2025,2,6,June,10,1,24
20250611,2025-06-11,2025,2,6,June,11,2,24
20250612,2025-06-12,2025,2,6,June,12,3,24
20250613,2025-06-13,2025,2,6,June,13,4,24
20250614,2025-06-14,2025,2,6,June,14,5,24
20250615,2025-06-15,2025,2,6,June,15,6,24
20250616,2025-06-16,2025,2,6,June,16,0,25
20250617,2025-06-17,2025,2,6,June,17,1,25
20250618,2025-06-18,2025,2,6,June,18,2,25
20250619,2025-06-19,2025,2,6,June,19,3,25
