payment_pk,date_id,order_id,method,status,amount,transaction_ref
36,20240113,1000000035,CARD,PAID,26136.0,TX-Y8T15028LSUX
37,20240926,1000000036,CARD,PAID,61158.0,TX-WSO0CISUVYK2
38,20240127,1000000037,CARD,PAID,31082.16,TX-VCRJJP6E0CCG
39,20240202,1000000038,CARD,PAID,14229.6,TX-DIL01AV2R2A9
40,20240523,1000000039,CARD,PAID,71583.6,TX-GO2N5MUY0V3U
41,0,1000000040,CARD,FAILED,14994.0,
42,20240115,1000000041,CASH,PAID,29657.1,TX-B543BB9H5C7R
43,20240928,1000000042,GATEWAY,PAID,13914.6,TX-X79V37PRDDTB
44,20240522,1000000043,CARD,PAID,48816.0,TX-3MPXSV4DAUND
45,20250905,1000000044,GATEWAY,PAID,90435.0,TX-4JUJUM3AY4L6
46,20240203,1000000045,GATEWAY,PAID,44460.0,TX-6G4YWKOODVMB
47,20240115,1000000046,CARD,PAID,39930.0,TX-OAGVE3OT79YR
48,20240308,1000000047,CASH,PAID,13068.0,TX-AL44LOCGN4MF
49,0,1000000048,CARD,PENDING,28459.2,
50,20240813,1000000049,TRANSFER,PAID,49005.0,TX-66ID36XC53T2
51,20240725,1000000050,GATEWAY,PAID,35685.0,TX-7PTIHWUY0CDA
52,20240918,1000000051,CARD,PAID,38252.7,TX-F093FL0ELLCQ
53,20241106,1000000052,CARD,PAID,85377.6,TX-LC4H6TVD1ZOD
54,0,1000000053,CARD,FAILED,33570.0,
55,20240318,1000000054,CASH,PAID,14941.08,TX-BABHWIKVNZZ3
56,20250724,1000000055,CARD,PAID,51727.5,TX-RJQ9HE6VB7HF
57,20250415,1000000056,CARD,PAID,87140.25,TX-0RAAOO91OA8N
58,20250223,1000000057,CASH,PAID,34394.25,TX-UXBOXO5T9DHX
59,0,1000000058,CARD,FAILED,53953.5,
60,20240703,1000000059,CARD,PAID,77682.0,TX-7033ZUJCIUHD
61,0,1000000060,CARD,FAILED,35283.6,
62,20250303,1000000061,CARD,PAID,15720.0,TX-5BCIDL8LGH8R
63,20241224,1000000062,TRANSFER,PAID,54450.0,TX-T7NWUQIQ9VOB
64,20240601,1000000063,GATEWAY,PAID,46323.24,TX-D4XNYWF5QEYL
65,20250307,1000000064,GATEWAY,PAID,19168.5,TX-N8533KHZH4J5
66,20240918,1000000065,GATEWAY,PAID,43888.8,TX-JPJLBWJ1IRVA
67,0,1000000066,GATEWAY,FAILED,43888.8,
68,20250412,1000000067,GATEWAY,REFUNDED,18687.0,TX-MZNG9JBD25OS
69,20241204,1000000068,CARD,PAID,102166.35,TX-PRTYVEKSVQUQ
70,20240614,1000000069,CARD,PAID,53361.0,TX-4QPQRW6T77VI
71,20250728,1000000070,CARD,PAID,15420.0,TX-4N53JR8S1YKT
72,20240724,1000000071,CARD,PAID,14229.6,TX-222J0CRS0SJJ
73,20240204,1000000072,GATEWAY,PAID,17018.25,TX-P43FW2ENH6BE
74,20241209,1000000073,CARD,PAID,19576.35,TX-HU7AKHXTZ1YN
75,20241214,1000000074,CARD,PAID,69071.4,TX-TR4GSE74V5DM
76,20250324,1000000075,CARD,PAID,36474.0,TX-SK0540SEJOKI
77,20240302,1000000076,CARD,PAID,29659.2,TX-N5EHQ403IVWA
78,20241206,1000000077,CASH,PAID,28459.2,TX-MBGQQW2NEF1F
79,20250112,1000000078,CARD,PAID,49186.5,TX-IKM85NPGE98X
80,20250918,1000000079,GATEWAY,PAID,40404.0,TX-UIU52W85YPS8
81,20241111,1000000080,CARD,PAID,18687.0,TX-X6TWS79CTHK8
82,20250202,1000000081,CARD,PAID,64788.0,TX-1VPIVXSYTP4J
83,20250921,1000000082,CARD,PAID,42582.0,TX-472J8NP9S8E9
84,20240213,1000000083,GATEWAY,REFUNDED,47301.0,TX-SBJLVY6L1XXX
85,20241127,1000000084,GATEWAY,PAID,19050.0,TX-GJJBKDYPJZ5E
86,20250302,1000000085,GATEWAY,PAID,16441.08,TX-4YYBKHTAB92W
87,20250820,1000000086,GATEWAY,PAID,14268.0,TX-H6SGL5WR6ZEB
88,0,1000000087,CARD,FAILED,14994.0,
89,20240203,1000000088,GATEWAY,PAID,69144.0,TX-YO60F0EA8647
90,20250620,1000000089,CARD,PAID,18442.5,TX-JKULC5L36UG4
91,20240129,1000000090,CARD,PAID,45458.25,TX-IO1AR1ZGZBUT
92,20240219,1000000091,GATEWAY,PAID,110342.92,TX-NDNQBVR081I1
93,20240615,1000000092,GATEWAY,PAID,37200.0,TX-7539MH4QX495
94,20241115,1000000093,CASH,PAID,102456.75,TX-V4AUXB59ROGA
95,20241229,1000000094,CASH,PAID,90387.0,TX-LBRHLVO2Y93F
96,20250926,1000000095,GATEWAY,PAID,59897.1,TX-MBMP050ORNEE
97,20250524,1000000096,CASH,PAID,42688.8,TX-14WCNJXENRUU
98,20240614,1000000097,CASH,PAID,18676.35,TX-TS02NI4GYBVJ
99,20250117,1000000098,CARD,PAID,44351.1,TX-2EHPQP6AIXY3
100,20240228,1000000099,CARD,PAID,14520.0,TX-6QBJB2NZNX9G
101,0,1000000100,CARD,FAILED,28909.08,
102,20240331,1000000101,GATEWAY,PAID,44460.0,TX-N8LT25CDZBGQ
103,20241120,1000000102,CARD,PAID,43888.8,TX-UA4DQXIN6727
104,0,1000000103,CASH,PENDING,37243.8,
105,20240324,1000000104,CARD,REFUNDED,37500.0,TX-GYPM2FM72C6Z
106,20240512,1000000105,CARD,PAID,27336.0,TX-HSNZ6UUKGLAE
107,20250210,1000000106,GATEWAY,PAID,19050.0,TX-886LJXE6L2ZU
108,20240522,1000000107,CARD,PAID,42064.2,TX-W9F9L785FTPB
109,20250704,1000000108,CASH,PAID,56029.05,TX-QM24BIHB24AY
110,20240424,1000000109,CARD,PAID,39930.0,TX-18ZITZHX2G7U
111,0,1000000110,TRANSFER,FAILED,82364.7,
112,20241221,1000000111,GATEWAY,PAID,19876.35,TX-LLQCAQ4XRN0T
113,20250302,1000000112,CASH,PAID,92891.7,TX-MH4GBLCKUHYD
114,0,1000000113,CARD,FAILED,15652.56,
115,20240919,1000000114,TRANSFER,PAID,11761.2,TX-42Q8BZ53GWTF
116,20240219,1000000115,CARD,REFUNDED,27636.0,TX-PLUI46HDV8I9
117,20240704,1000000116,CARD,PAID,49116.0,TX-FCJTQEJPPTTX
118,20250120,1000000117,CARD,PAID,30240.0,TX-AKHIN8QKBR9F
119,20250818,1000000118,CARD,PAID,47857.68,TX-5HRXEHTTUWX2
120,20250716,1000000119,CARD,PAID,17787.0,TX-IWD52SW6D9WI
121,20240421,1000000120,CARD,PAID,14229.6,TX-ILPQFBQW1HUK
122,20241220,1000000121,TRANSFER,PAID,45520.2,TX-921BB2YAJ1WR
123,20250830,1000000122,CASH,PAID,43560.0,TX-89TOCP8FP1K8
124,0,1000000123,CARD,FAILED,18987.0,
125,20240206,1000000124,GATEWAY,PAID,67367.64,TX-1XC2I92PV07U
126,20240711,1000000125,TRANSFER,PAID,62073.0,TX-CII1J0F53QB3
127,20240612,1000000126,CASH,PAID,18150.0,TX-E46XAAD0XH2M
128,20240229,1000000127,CARD,PAID,69988.5,TX-3DYYWZL0OZT4
129,0,1000000128,CARD,FAILED,101470.2,
130,20250920,1000000129,CARD,PAID,76858.8,TX-RRK6UJVBP3BA
131,20250523,1000000130,CASH,PAID,14701.5,TX-J90VB1C4W9I4
132,20240125,1000000131,CASH,PAID,47916.0,TX-Y1HNXIYYVIWS
133,20240728,1000000132,CARD,PAID,33216.6,TX-M2V0MW405G00
134,20240616,1000000133,TRANSFER,PAID,18150.0,TX-Z1JB0OXDFNS8
135,20240108,1000000134,CASH,PAID,75358.8,TX-98P7PRJHHZH1
136,20240601,1000000135,CASH,PAID,39930.0,TX-1CGWJ9S8U287
137,20250122,1000000136,CARD,PAID,34485.0,TX-BW4Q46DERG87
138,20241118,1000000137,GATEWAY,PAID,14229.6,TX-V1KGVXLOBICL
139,20240106,1000000138,CARD,PAID,42882.0,TX-PXS2LYM9VUDM
140,20240408,1000000139,CARD,PAID,17535.0,TX-6FRNX7VHUKP5
141,20250220,1000000140,CASH,PAID,16008.3,TX-KDQIUT6HRCFU
142,20241203,1000000141,TRANSFER,REFUNDED,14374.8,TX-TJABWHM24N2G
143,20250626,1000000142,CARD,REFUNDED,62854.26,TX-ATMX5MVNFKMN
144,20240608,1000000143,CARD,PAID,80586.0,TX-523ARBBR7DKI
145,0,1000000144,CARD,FAILED,35937.0,
146,20250721,1000000145,GATEWAY,PAID,37800.0,TX-30JNSPSKTRCG
147,20240505,1000000146,CARD,PAID,100951.88,TX-XAZ8J2P7RN3J
148,20241208,1000000147,CARD,PAID,72701.4,TX-AY74FPLLGRCU
149,20250624,1000000148,CARD,PAID,43888.8,TX-FO8HBF5JCDZ9
150,20250123,1000000149,GATEWAY,PAID,17235.0,TX-Q8HCQUTXQ7XL
151,20250531,1000000150,CARD,PAID,39131.4,TX-16PJPVWP8VO5
152,20240417,1000000151,CARD,PAID,42688.8,TX-D5E93RC1Y9LZ
153,20240109,1000000152,CARD,PAID,11761.2,TX-60N330PGBOPH
154,0,1000000153,CARD,FAILED,13068.0,
155,20240702,1000000154,CASH,PAID,51455.25,TX-C5TG8BKA8V0I
156,20240212,1000000155,CARD,PAID,15420.0,TX-QDUILY7E5RXR
157,20241029,1000000156,CASH,PAID,51727.5,TX-38M7D53IIBFW
158,0,1000000157,TRANSFER,FAILED,71692.5,
159,20240425,1000000158,CARD,PAID,36300.0,TX-2D7GG3Z4ZLDA
160,20240714,1000000159,CARD,PAID,16141.08,TX-WQF78OSLQBW6
161,20240614,1000000160,TRANSFER,PAID,35574.0,TX-OTEFX8XIJPHG
162,20241022,1000000161,GATEWAY,PAID,55350.0,TX-ELH913SD09OY
163,20250801,1000000162,CARD,PAID,27588.0,TX-8EDJM7W4HXIO
164,20240227,1000000163,CARD,PAID,27036.0,TX-FA2N1L9GFVND
165,20250223,1000000164,CARD,PAID,77130.0,TX-YH73YULSS506
166,20250828,1000000165,GATEWAY,PAID,29959.2,TX-RBYQGYIW59OD
167,20250729,1000000166,GATEWAY,PAID,53744.25,TX-D8WL2IKBUTZI
168,0,1000000167,CARD,FAILED,58172.85,
169,0,1000000168,CARD,FAILED,50205.0,
170,20240709,1000000169,GATEWAY,PAID,14268.0,TX-XQWOUYAADU90
171,20240329,1000000170,TRANSFER,PAID,36300.0,TX-6YQEF864BWX0
172,0,1000000171,CARD,PENDING,15429.6,
173,20240507,1000000172,GATEWAY,PAID,28488.0,TX-0DQD29Q3T08A
174,20250618,1000000173,CARD,PAID,39315.0,TX-ALLSSFK7QIRJ
175,20240908,1000000174,TRANSFER,PAID,14229.6,TX-7EGA4TIAD1CG
176,20240602,1000000175,GATEWAY,PAID,15420.0,TX-4RCDBOT74U6U
177,20250227,1000000176,CASH,PAID,17968.5,TX-RZQOC4EU0DBF
178,20241125,1000000177,CARD,PAID,16718.25,TX-8KSFQE50C7WX
179,20250504,1000000178,CARD,PAID,16335.0,TX-UOPZ2LNTJYIU
180,20250813,1000000179,GATEWAY,PAID,88746.0,TX-3467WCDPI2EY
181,20240522,1000000180,GATEWAY,PAID,31692.0,TX-JKFCQJUKURK1
182,20241113,1000000181,CARD,PAID,29359.2,TX-XWTR1UEIAQ3J
183,20240910,1000000182,GATEWAY,PAID,31546.8,TX-7L09W7WAP0O0
184,20241028,1000000183,TRANSFER,PAID,32670.0,TX-A0GOAJB6RU3T
185,20250513,1000000184,CASH,PAID,16335.0,TX-W1W31Q5F7XKK
186,20240720,1000000185,CARD,PAID,73611.24,TX-QLQP66ZVGIMR
187,20240731,1000000186,GATEWAY,PAID,14694.0,TX-T1WW8PAWHLQ7
188,20250214,1000000187,CARD,REFUNDED,39204.0,TX-LNM2XQQ0VBQ6
189,20250825,1000000188,CARD,PAID,32670.0,TX-CGL3TKQVXCRL
190,20240504,1000000189,GATEWAY,PAID,45723.24,TX-RYV7WF3XMBAU
191,20240606,1000000190,CARD,PAID,14229.6,TX-ACMA2H5CSRRQ
192,0,1000000191,CARD,FAILED,106896.24,
193,20240310,1000000192,CASH,PAID,14520.0,TX-R97RQQIO1QLM
194,20240215,1000000193,CARD,PAID,40404.0,TX-FWUNIBW1GIX5
195,20250915,1000000194,GATEWAY,PAID,54450.0,TX-UI9XQ56QBUBU
196,20250301,1000000195,CARD,PAID,56666.4,TX-L3XKKJLIVBCN
197,20250817,1000000196,GATEWAY,PAID,37500.0,TX-R18606ZCYXQ6
198,20240410,1000000197,GATEWAY,PAID,14268.0,TX-511R6MDMB6O7
199,20240203,1000000198,CARD,PAID,36183.6,TX-HVOGE67SNVCE
200,20250320,1000000199,GATEWAY,PAID,59280.0,TX-GMUCJI7EKVZA
201,20240927,1000000200,GATEWAY,PAID,27036.0,TX-FVLC254ZH0QA
202,20241117,1000000201,GATEWAY,REFUNDED,50749.5,TX-UHXXCDXF1Q2B
203,20250329,1000000202,CARD,PAID,43560.0,TX-9BINMYXDHZ0E
204,20241118,1000000203,CARD,PAID,39204.0,TX-QCZ1LK4KTCM2
205,0,1000000204,GATEWAY,FAILED,50205.0,
206,20241001,1000000205,CARD,PAID,17787.0,TX-ZU368UUJ2G43
207,20250728,1000000206,CARD,PAID,29659.2,TX-811NAE2DWBNU
208,20250509,1000000207,GATEWAY,PAID,15841.08,TX-FAXI1S9NPAXU
209,20250414,1000000208,CASH,PAID,53905.5,TX-XR8ZBM8PE4L9
210,20250404,1000000209,CARD,PAID,31692.0,TX-ADKEL21AA6Y8
211,20250321,1000000210,CARD,PAID,17835.0,TX-FHAK7TJ2GWD8
212,20250720,1000000211,CASH,REFUNDED,80803.8,TX-4S764623AHW9
213,20250219,1000000212,CARD,PAID,15129.6,TX-W53ZG1IGAE7U
214,20240418,1000000213,GATEWAY,PAID,20557.5,TX-LPBS1GYAPNRR
215,20240722,1000000214,GATEWAY,PAID,28342.8,TX-T9LZX8UBES81
216,20240201,1000000215,CARD,PAID,62628.15,TX-L8B7K0MHIHTF
217,20250512,1000000216,GATEWAY,PAID,19866.75,TX-1ZY6N78JP289
218,20240407,1000000217,CARD,PAID,72554.62,TX-GIU5DSJNCTFT
219,20240707,1000000218,CARD,PAID,39750.6,TX-U18MD3SZXDF0
220,20240612,1000000219,CASH,PAID,54450.0,TX-4KBQ08F1IH6L
221,20250921,1000000220,CARD,PAID,14694.0,TX-IDZYNING1FJ4
222,20250507,1000000221,CARD,PAID,28459.2,TX-GOAPADJXH3W6
223,20240831,1000000222,CARD,PAID,26136.0,TX-4FCM56J61UM0
224,20241224,1000000223,CASH,PAID,27442.8,TX-9W04PDTIIHE1
225,20250323,1000000224,CARD,PAID,50205.0,TX-SYTMXBV9MDPO
226,20250807,1000000225,CARD,PAID,41164.2,TX-32II8K179YIX
227,20240718,1000000226,CARD,PAID,36483.6,TX-7SRDV4EEHRDW
228,20240720,1000000227,GATEWAY,PAID,43888.8,TX-O8PHNCK5QDAD
229,20250330,1000000228,CARD,PAID,43588.8,TX-KUBXDHQCLJXC
230,0,1000000229,CARD,FAILED,16335.0,
231,20241230,1000000230,GATEWAY,PAID,40104.0,TX-YX4B18B9QCL3
232,20240610,1000000231,GATEWAY,PAID,58072.5,TX-PX6B4626S2QQ
233,20250222,1000000232,GATEWAY,PAID,45892.56,TX-FRUXTNXJ8UWO
234,20241122,1000000233,CARD,PAID,19050.0,TX-Z4JKA0J2NBI5
235,20250530,1000000234,CARD,PAID,29659.2,TX-E47RHOW59Q7S
236,0,1000000235,CASH,FAILED,26136.0,
237,20250106,1000000236,CASH,PAID,29040.0,TX-QF1ADFQ90QPH
238,20241117,1000000237,CASH,PAID,43560.0,TX-WRZQE54PFMIC
239,20250324,1000000238,CASH,PAID,25613.28,TX-9S9BHWO6L2MX
240,20240221,1000000239,GATEWAY,PAID,63408.6,TX-XL0GF8E59JMZ
241,20241022,1000000240,CARD,REFUNDED,48090.0,TX-9A8F8BOR2KEG
242,20241012,1000000241,CASH,PAID,71874.0,TX-QH1J5TAC9PFH
243,0,1000000242,GATEWAY,FAILED,46023.24,
244,20250610,1000000243,CARD,PAID,19965.0,TX-CUJ1U5XI18T1
245,20240914,1000000244,CARD,PAID,24829.2,TX-9T0Z6M9ZMXZX
246,20250509,1000000245,CASH,REFUNDED,48823.5,TX-6831FEZ0MSG1
247,0,1000000246,GATEWAY,FAILED,74596.5,
248,20241202,1000000247,GATEWAY,PAID,19576.35,TX-HKUMCISYOXOM
249,20241028,1000000248,TRANSFER,PAID,13068.0,TX-RLOSALSUL8SN
250,20240421,1000000249,CASH,PAID,47916.0,TX-NWGXV38PFITC
251,20240924,1000000250,CARD,PAID,52955.25,TX-32B62346A4RY
252,20240317,1000000251,CASH,PAID,41382.0,TX-PXPQUBPX8JRW
253,20240302,1000000252,CASH,PAID,53361.0,TX-2XQZ21XG77FL
254,20250426,1000000253,GATEWAY,REFUNDED,56018.16,TX-SMD7KL9INTUO
255,20241014,1000000254,TRANSFER,PAID,25613.28,TX-YGMEXF9LO4ZZ
256,20240814,1000000255,GATEWAY,PAID,18687.0,TX-5LZ2L2E9EU0G
257,20241001,1000000256,GATEWAY,PAID,29659.2,TX-ATXAB0G3YVOL
258,20250601,1000000257,CARD,PAID,70059.0,TX-5ZVOMXW3HB9E
259,20241229,1000000258,CARD,PAID,35385.0,TX-YRH62E21TRBX
260,20250907,1000000259,GATEWAY,REFUNDED,32805.12,TX-3JF46DE7KIOS
261,20241213,1000000260,CARD,PAID,41130.0,TX-XKQN8OY7GNJZ
262,20250815,1000000261,CARD,PAID,29040.0,TX-2BYNCS5834BK
263,20241120,1000000262,CARD,PAID,43588.8,TX-KVZBDGVVVVDK
264,20250101,1000000263,CARD,PAID,49905.0,TX-SGWN0MODP9NU
265,20250820,1000000264,CARD,PAID,69750.45,TX-M6XK7OX4ROYL
266,20240429,1000000265,GATEWAY,PAID,64468.56,TX-10MEATDUX63R
267,20250508,1000000266,GATEWAY,PAID,48325.95,TX-SWCAHKTWI9B8
268,20240301,1000000267,CARD,PAID,33870.0,TX-RZNNWXSS3SVY
269,0,1000000268,CARD,FAILED,13794.0,
270,0,1000000269,CARD,FAILED,83617.05,
271,20240216,1000000270,CASH,PAID,14229.6,TX-LUUJ7KEX5DEV
272,20240213,1000000271,CARD,REFUNDED,87448.8,TX-0EOARRWWS4FZ
273,20241027,1000000272,GATEWAY,PAID,33144.0,TX-JNBZVFV991AC
274,20240302,1000000273,CARD,PAID,43588.8,TX-ZV4TY9YKRZ1Y
275,20240928,1000000274,CARD,PAID,77064.9,TX-3G5SMQ5UFK8U
276,20240624,1000000275,GATEWAY,PAID,27336.0,TX-217PFTPYBOR9
277,20250528,1000000276,CARD,PAID,29040.0,TX-3TFMS12WBAKE
278,20241014,1000000277,CARD,PAID,50820.0,TX-DWW8DXAJXMB5
279,20250306,1000000278,GATEWAY,PAID,27636.0,TX-WLX04XSBY2OU
280,0,1000000279,GATEWAY,FAILED,54261.0,
281,20240722,1000000280,CARD,PAID,33033.0,TX-DPUSQC38SEOO
282,20250312,1000000281,CARD,PAID,54101.28,TX-NIFMPEOSO1F1
283,20241229,1000000282,GATEWAY,PAID,24422.4,TX-41Q6L4JDGJ8Y
284,20250723,1000000283,CARD,PAID,16718.25,TX-70LGRPZRXEP4
285,20240310,1000000284,CARD,PAID,70785.0,TX-5MN6SC6XSGAF
286,0,1000000285,CARD,FAILED,19350.0,
287,20240713,1000000286,CARD,PAID,37074.0,TX-4U41TQZ1VFUJ
288,20250618,1000000287,CASH,PAID,51727.5,TX-6ZHDQAIBHYHH
289,20250202,1000000288,CASH,PAID,14229.6,TX-5HTY6XNGDJ56
290,0,1000000289,CARD,FAILED,90389.1,
291,20241105,1000000290,GATEWAY,PAID,105354.3,TX-71M8ECKC546R
292,20241020,1000000291,GATEWAY,PAID,56900.25,TX-9BYQ71UHA6F6
293,20250430,1000000292,CARD,PAID,32270.7,TX-GUYG1JEV4IY4
294,20250822,1000000293,CARD,PAID,27036.0,TX-0JPO94I4MWNA
295,0,1000000294,CARD,FAILED,44460.0,
296,20250328,1000000295,TRANSFER,REFUNDED,24829.2,TX-G4P93NYH90EN
297,20240630,1000000296,CASH,PAID,18150.0,TX-E2KQ0B1VWNTV
298,20250813,1000000297,CASH,REFUNDED,53361.0,TX-D2IGDXBZ392N
299,20241106,1000000298,CASH,PAID,41382.0,TX-KXUNDMFZ5WW4
300,20240508,1000000299,CARD,PAID,43560.0,TX-D8L8DJ0EK3LN
301,20241119,1000000300,GATEWAY,PAID,54633.6,TX-TR3GAE9DR5DB
302,20240507,1000000301,GATEWAY,PAID,29040.0,TX-KEOC6P3FKE5H
303,0,1000000302,GATEWAY,FAILED,69507.0,
304,20240319,1000000303,CARD,PAID,39204.0,TX-KJG7DP5ULP2X
305,20240318,1000000304,CARD,PAID,119873.77,TX-TUYL0BU1IADY
306,20250415,1000000305,CARD,PAID,31692.0,TX-B92HA6ELOUQX
307,20240501,1000000306,CARD,PAID,83671.5,TX-GRX6A990BSH1
308,20240913,1000000307,CARD,PAID,17835.0,TX-YZ8JG2RZGHXI
309,20240329,1000000308,GATEWAY,PAID,17835.0,TX-I5X65UM4YRV8
310,0,1000000309,CASH,FAILED,45738.0,
311,20250104,1000000310,GATEWAY,PAID,27636.0,TX-GF0G46U2SLZ2
312,20250110,1000000311,CARD,PAID,36209.25,TX-A9VQNWCQTJVU
313,20250224,1000000312,CASH,PAID,36209.25,TX-QYUOLNLPR9A6
314,20250522,1000000313,CARD,PAID,71692.5,TX-9C70TRVTFMRM
315,20241017,1000000314,GATEWAY,PAID,33579.6,TX-H6DU9ZZ99VMH
316,20250506,1000000315,CARD,PAID,54351.75,TX-QYEPJRF57CPL
317,20250429,1000000316,CARD,PAID,71601.75,TX-T27JLLZ90Z23
318,20240818,1000000317,CARD,PAID,37437.0,TX-A2B0X2VVI7AI
319,20241007,1000000318,CARD,PAID,15246.0,TX-4JQTH0TPGOK6
320,20240422,1000000319,CARD,PAID,15429.6,TX-EYD3MYNUEUVL
321,20250820,1000000320,CARD,PAID,36592.5,TX-LNOJKNPN8S6G
322,20250805,1000000321,GATEWAY,PAID,94491.0,TX-6UL6ULM1T6I8
323,20241121,1000000322,CASH,PAID,37243.8,TX-U4QP4ULPQP81
324,20250404,1000000323,CARD,PAID,54711.36,TX-2P4LEW4P220X
325,20250113,1000000324,CASH,PAID,69812.16,TX-90ZM8JKX2Y5L
326,20241017,1000000325,CARD,PAID,28749.6,TX-O41OIMJGZ9AU
327,20240618,1000000326,CARD,PAID,84070.8,TX-450XPOI73T2G
328,20250109,1000000327,CARD,PAID,31082.16,TX-PK9VO8PM4Y2M
329,20250211,1000000328,GATEWAY,PAID,82239.75,TX-1KKTDNUMVEXG
330,20240317,1000000329,CARD,PAID,44324.4,TX-XJH8KGYZM509
331,20241216,1000000330,CASH,PAID,29040.0,TX-MFPVK4WYZIQO
332,20241227,1000000331,CARD,PAID,68581.35,TX-2NWBAN52V58N
333,20250918,1000000332,GATEWAY,PAID,62547.0,TX-2LCHHCC5ZSNP
334,0,1000000333,GATEWAY,FAILED,16552.56,
335,20250508,1000000334,GATEWAY,PAID,71341.2,TX-AACSM4V7B6LD
336,20240213,1000000335,CARD,PAID,73691.1,TX-9VP4JS6NLM4G
337,20240721,1000000336,GATEWAY,PAID,47964.0,TX-MRUO0N85J0DK
338,20240913,1000000337,CARD,PAID,17835.0,TX-FC0XEF6A9XCX
339,20240325,1000000338,GATEWAY,REFUNDED,47146.2,TX-5AQRJS9NPTPR
340,0,1000000339,GATEWAY,FAILED,54561.0,
341,20240807,1000000340,GATEWAY,PAID,14268.0,TX-V49TDYF12CHD
342,20241223,1000000341,CASH,PAID,30492.0,TX-1PO9O2M470N9
343,20241009,1000000342,CARD,PAID,18142.5,TX-96NJWU73365R
344,20240813,1000000343,CARD,PAID,27989.4,TX-V4W5NU4IN2KQ
345,20240724,1000000344,GATEWAY,PAID,41430.0,TX-6LR6SAKRAFFL
346,20240502,1000000345,CARD,PAID,41164.2,TX-5WDA03DAZ3RW
347,20250314,1000000346,TRANSFER,PAID,41382.0,TX-GHB9NH3PF34H
348,20240820,1000000347,CARD,PAID,54261.0,TX-HPYHX68YV2NP
349,20241116,1000000348,CASH,PAID,12414.6,TX-YS1DUAFA0XRJ
350,20240829,1000000349,CARD,PAID,44760.0,TX-QRSPPOBH9GCT
351,20240320,1000000350,CASH,PAID,42688.8,TX-7YSX5TUAN5O2
352,20240504,1000000351,CARD,PAID,32670.0,TX-P1YVFKXVQVAE
353,20250216,1000000352,CARD,PAID,35203.5,TX-72J7IJ6LNY6W
354,20250510,1000000353,CASH,PAID,41382.0,TX-Z4PE05SA9C2L
355,20250510,1000000354,CARD,PAID,17172.0,TX-JVJ0I4RTQ0BX
356,20241211,1000000355,CARD,PAID,50205.0,TX-XKJUPQVUBQEZ
357,20250607,1000000356,GATEWAY,PAID,53361.0,TX-X0GOPDIORXB6
358,20240301,1000000357,CARD,PAID,14229.6,TX-AVPMX5L77IBR
