order_item_pk,date_id,order_id,customer_id,product_id,channel_id,shipping_province_id,quantity,line_total,total_amount,status
27,20240915,1000000015,700,1,1,1,2,23520.0,29659.2,CANCELLED
28,20250827,1000000016,475,1,1,1,2,22680.0,28642.8,FULFILLED
29,20250219,1000000017,753,2,2,2,2,30870.0,80912.7,FULFILLED
30,20250219,1000000017,753,1,2,2,3,36000.0,80912.7,FULFILLED
31,20240714,1000000018,1151,2,1,1,1,13230.0,100107.9,CANCELLED
32,20240714,1000000018,1151,1,1,1,2,23760.0,100107.9,CANCELLED
33,20240714,1000000018,1151,2,1,1,3,45000.0,100107.9,CANCELLED
34,20250421,1000000019,793,1,1,1,3,37044.0,46023.24,FULFILLED
35,20240506,1000000020,866,2,1,1,3,49500.0,59895.0,FULFILLED
36,20250923,1000000021,1110,1,1,1,2,23520.0,29659.2,FULFILLED
37,20240331,1000000022,854,1,2,1,2,24000.0,29040.0,REFUNDED
38,20250705,1000000023,379,2,2,3,2,29400.0,82764.0,FULFILLED
39,20250705,1000000023,379,1,2,3,1,12000.0,82764.0,FULFILLED
40,20250705,1000000023,379,2,2,3,2,27000.0,82764.0,FULFILLED
41,20250302,1000000024,441,1,2,2,1,11760.0,14229.6,FULFILLED
42,20250826,1000000025,125,2,1,2,3,44887.5,86005.88,FULFILLED
43,20250826,1000000025,125,1,1,2,2,25200.0,86005.88,FULFILLED
44,20241212,1000000026,1201,2,1,1,1,13500.0,17535.0,FULFILLED
45,20241202,1000000027,1055,1,1,1,2,22800.0,28488.0,FULFILLED
46,20240517,1000000028,382,1,1,1,1,12000.0,14520.0,FULFILLED
47,20250914,1000000029,1456,2,1,2,2,32340.0,79235.4,FULFILLED
48,20250914,1000000029,1456,1,1,2,3,32400.0,79235.4,FULFILLED
49,20250609,1000000030,1377,1,2,4,3,34200.0,41382.0,PAID
50,20250510,1000000031,1375,1,2,4,2,23520.0,28459.2,PAID
51,20250315,1000000032,821,2,1,1,2,27000.0,33870.0,FULFILLED
52,20240608,1000000033,1475,2,2,4,1,14700.0,17787.0,FULFILLED
53,20241117,1000000034,634,2,2,2,3,44887.5,103318.88,FULFILLED
54,20241117,1000000034,634,2,2,2,3,40500.0,103318.88,FULFILLED
55,20240112,1000000035,585,1,2,1,2,21600.0,26136.0,FULFILLED
56,20240924,1000000036,180,1,1,2,2,22800.0,61158.0,FULFILLED
57,20240924,1000000036,180,2,1,2,2,27000.0,61158.0,FULFILLED
58,20240126,1000000037,482,1,1,1,2,24696.0,31082.16,FULFILLED
59,20240202,1000000038,620,1,2,1,1,11760.0,14229.6,FULFILLED
60,20240523,1000000039,603,1,2,1,3,29160.0,71583.6,FULFILLED
61,20240523,1000000039,603,2,2,1,2,30000.0,71583.6,FULFILLED
62,20240304,1000000040,1028,1,1,1,1,11400.0,14994.0,CANCELLED
63,20240114,1000000041,1005,2,2,3,1,14250.0,29657.1,FULFILLED
64,20240114,1000000041,1005,1,2,3,1,10260.0,29657.1,FULFILLED
65,20240927,1000000042,790,1,1,1,1,10260.0,13914.6,FULFILLED
66,20240521,1000000043,665,1,1,1,3,39600.0,48816.0,PAID
67,20250902,1000000044,562,2,1,2,2,29400.0,90435.0,FULFILLED
68,20250902,1000000044,562,2,1,2,3,44100.0,90435.0,FULFILLED
69,20240201,1000000045,998,1,1,1,3,36000.0,44460.0,FULFILLED
70,20240112,1000000046,276,2,1,4,2,33000.0,39930.0,FULFILLED
71,20240308,1000000047,1469,1,2,2,1,10800.0,13068.0,FULFILLED
72,20240913,1000000048,408,1,2,2,2,23520.0,28459.2,CREATED
73,20240811,1000000049,1360,2,2,2,3,40500.0,49005.0,FULFILLED
74,20240725,1000000050,1423,2,1,4,2,28500.0,35685.0,FULFILLED
75,20240915,1000000051,741,2,1,1,2,30870.0,38252.7,FULFILLED
76,20241104,1000000052,969,1,1,1,3,35280.0,85377.6,FULFILLED
77,20241104,1000000052,969,1,1,1,3,35280.0,85377.6,FULFILLED
78,20240810,1000000053,729,2,1,1,2,27000.0,33570.0,CANCELLED
79,20240316,1000000054,251,1,2,4,1,12348.0,14941.08,PAID
80,20250723,1000000055,1087,2,2,1,3,42750.0,51727.5,PAID
81,20250412,1000000056,659,1,1,1,2,24000.0,87140.25,FULFILLED
82,20250412,1000000056,659,2,1,1,3,47025.0,87140.25,FULFILLED
83,20250221,1000000057,338,2,2,4,1,14250.0,34394.25,FULFILLED
84,20250221,1000000057,338,2,2,4,1,14175.0,34394.25,FULFILLED
85,20240921,1000000058,1068,2,1,3,1,14850.0,53953.5,CANCELLED
86,20240921,1000000058,1068,2,1,3,2,28500.0,53953.5,CANCELLED
87,20240701,1000000059,958,1,1,2,3,34200.0,77682.0,FULFILLED
88,20240701,1000000059,958,2,1,2,2,30000.0,77682.0,FULFILLED
89,20240225,1000000060,428,1,2,4,3,29160.0,35283.6,CANCELLED
90,20250301,1000000061,1337,1,1,1,1,12000.0,15720.0,FULFILLED
91,20241223,1000000062,1442,2,2,3,3,45000.0,54450.0,FULFILLED
92,20240530,1000000063,939,1,1,1,3,37044.0,46323.24,FULFILLED
93,20250304,1000000064,1409,2,1,1,1,14850.0,19168.5,FULFILLED
94,20240917,1000000065,1062,1,1,1,3,35280.0,43888.8,FULFILLED
95,20240126,1000000066,988,1,1,1,3,35280.0,43888.8,CANCELLED
96,20250411,1000000067,778,2,1,1,1,14700.0,18687.0,REFUNDED
97,20241201,1000000068,77,2,1,1,1,15435.0,102166.35,PAID
98,20241201,1000000068,77,1,1,1,2,24000.0,102166.35,PAID
99,20241201,1000000068,77,2,1,1,3,45000.0,102166.35,PAID
100,20240612,1000000069,700,2,1,1,3,44100.0,53361.0,FULFILLED
101,20250725,1000000070,425,1,1,3,1,12000.0,15420.0,PAID
102,20240722,1000000071,1271,1,2,3,1,11760.0,14229.6,FULFILLED
103,20240202,1000000072,1129,2,1,2,1,12825.0,17018.25,PAID
104,20241207,1000000073,1224,2,1,2,1,15435.0,19576.35,PAID
105,20241214,1000000074,446,1,1,4,2,23940.0,69071.4,FULFILLED
106,20241214,1000000074,446,1,1,4,3,32400.0,69071.4,FULFILLED
107,20250322,1000000075,867,2,1,2,2,29400.0,36474.0,FULFILLED
108,20240301,1000000076,127,1,1,1,2,23520.0,29659.2,FULFILLED
109,20241204,1000000077,874,1,2,1,2,23520.0,28459.2,PAID
110,20250109,1000000078,814,2,1,1,1,14250.0,49186.5,FULFILLED
111,20250109,1000000078,814,1,1,1,2,26400.0,49186.5,FULFILLED
112,20250916,1000000079,1189,1,1,1,1,10800.0,40404.0,PAID
113,20250916,1000000079,1189,1,1,1,2,21600.0,40404.0,PAID
114,20241111,1000000080,584,2,1,1,1,14700.0,18687.0,FULFILLED
115,20250202,1000000081,1433,1,1,1,2,22800.0,64788.0,FULFILLED
116,20250202,1000000081,1433,2,1,1,2,30000.0,64788.0,FULFILLED
117,20250921,1000000082,670,1,1,1,3,34200.0,42582.0,FULFILLED
118,20240210,1000000083,464,2,1,1,1,16500.0,47301.0,REFUNDED
119,20240210,1000000083,464,1,1,1,2,21600.0,47301.0,REFUNDED
120,20241125,1000000084,535,2,1,2,1,15000.0,19050.0,PAID
121,20250301,1000000085,655,1,1,1,1,12348.0,16441.08,FULFILLED
122,20250818,1000000086,833,1,1,1,1,10800.0,14268.0,FULFILLED
123,20241213,1000000087,490,1,1,4,1,11400.0,14994.0,CANCELLED
124,20240203,1000000088,360,2,1,1,2,29400.0,69144.0,FULFILLED
125,20240203,1000000088,360,2,1,1,2,27000.0,69144.0,FULFILLED
126,20250618,1000000089,1227,2,1,1,1,14250.0,18442.5,FULFILLED
127,20240127,1000000090,624,1,1,1,2,24000.0,45458.25,FULFILLED
128,20240127,1000000090,624,2,1,1,1,12825.0,45458.25,FULFILLED
129,20240217,1000000091,228,2,1,3,3,44887.5,110342.92,FULFILLED
130,20240217,1000000091,228,2,1,3,3,46305.0,110342.92,FULFILLED
131,20240613,1000000092,770,2,1,1,2,30000.0,37200.0,FULFILLED
132,20241114,1000000093,54,2,2,2,3,45000.0,102456.75,FULFILLED
133,20241114,1000000093,54,1,2,2,2,24000.0,102456.75,FULFILLED
134,20241114,1000000093,54,2,2,2,1,15675.0,102456.75,FULFILLED
135,20241227,1000000094,1006,1,2,4,3,34200.0,90387.0,PAID
136,20241227,1000000094,1006,2,2,4,3,40500.0,90387.0,PAID
137,20250925,1000000095,247,2,1,4,3,48510.0,59897.1,FULFILLED
138,20250523,1000000096,1127,1,2,3,3,35280.0,42688.8,FULFILLED
139,20240612,1000000097,757,2,2,2,1,15435.0,18676.35,FULFILLED
140,20250116,1000000098,520,1,1,1,3,35910.0,44351.1,FULFILLED
141,20240227,1000000099,258,1,1,2,1,12000.0,14520.0,FULFILLED
142,20240730,1000000100,467,1,1,3,1,10800.0,28909.08,CANCELLED
143,20240730,1000000100,467,1,1,3,1,12348.0,28909.08,CANCELLED
144,20240330,1000000101,3,1,1,1,3,36000.0,44460.0,PAID
145,20241119,1000000102,334,1,1,1,3,35280.0,43888.8,FULFILLED
146,20240325,1000000103,802,1,2,3,3,30780.0,37243.8,CREATED
147,20240323,1000000104,999,2,1,1,2,30000.0,37500.0,REFUNDED
148,20240512,1000000105,176,1,1,3,2,21600.0,27336.0,FULFILLED
149,20250208,1000000106,801,2,1,1,1,15000.0,19050.0,FULFILLED
150,20240522,1000000107,1113,1,1,1,3,34020.0,42064.2,FULFILLED
151,20250704,1000000108,810,2,2,4,3,46305.0,56029.05,FULFILLED
152,20240422,1000000109,581,1,2,4,2,21600.0,39930.0,FULFILLED
153,20240422,1000000109,581,1,2,4,1,11400.0,39930.0,FULFILLED
154,20250604,1000000110,1284,1,2,2,2,23520.0,82364.7,CANCELLED
155,20250604,1000000110,1284,2,2,2,3,44550.0,82364.7,CANCELLED
156,20241220,1000000111,1333,2,1,1,1,15435.0,19876.35,FULFILLED
157,20250228,1000000112,24,1,2,2,3,34020.0,92891.7,PAID
158,20250228,1000000112,24,2,2,2,3,42750.0,92891.7,PAID
159,20240121,1000000113,1222,1,2,1,1,12936.0,15652.56,CANCELLED
160,20240917,1000000114,63,1,2,1,1,9720.0,11761.2,PAID
161,20240219,1000000115,1078,1,1,3,2,21600.0,27636.0,REFUNDED
162,20240701,1000000116,1091,1,1,1,3,39600.0,49116.0,FULFILLED
163,20250119,1000000117,524,1,1,1,2,24000.0,30240.0,FULFILLED
164,20250816,1000000118,1229,1,1,3,3,38808.0,47857.68,FULFILLED
165,20250716,1000000119,458,2,2,4,1,14700.0,17787.0,FULFILLED
166,20240418,1000000120,68,1,1,1,1,11760.0,14229.6,FULFILLED
167,20241220,1000000121,959,1,2,4,3,37620.0,45520.2,FULFILLED
168,20250830,1000000122,356,1,2,1,3,36000.0,43560.0,FULFILLED
169,20250624,1000000123,530,2,1,2,1,14700.0,18987.0,CANCELLED
170,20240206,1000000124,1420,1,1,1,1,10584.0,67367.64,FULFILLED
171,20240206,1000000124,1420,2,1,1,3,44100.0,67367.64,FULFILLED
172,20240709,1000000125,279,2,2,3,3,40500.0,62073.0,FULFILLED
173,20240709,1000000125,279,1,2,3,1,10800.0,62073.0,FULFILLED
174,20240612,1000000126,779,2,2,3,1,15000.0,18150.0,FULFILLED
175,20240228,1000000127,1383,2,1,1,2,28500.0,69988.5,FULFILLED
176,20240228,1000000127,1383,2,1,1,2,28350.0,69988.5,FULFILLED
177,20250420,1000000128,1189,1,1,3,1,9720.0,101470.2,CANCELLED
178,20250420,1000000128,1189,2,1,3,3,40500.0,101470.2,CANCELLED
179,20250420,1000000128,1189,1,1,3,3,32400.0,101470.2,CANCELLED
180,20250917,1000000129,1016,1,1,1,3,35280.0,76858.8,FULFILLED
181,20250917,1000000129,1016,2,1,1,2,27000.0,76858.8,FULFILLED
182,20250521,1000000130,595,2,2,3,1,12150.0,14701.5,PAID
183,20240125,1000000131,902,1,2,4,3,39600.0,47916.0,FULFILLED
184,20240726,1000000132,317,2,1,1,2,26460.0,33216.6,FULFILLED
185,20240614,1000000133,1229,2,2,2,1,15000.0,18150.0,FULFILLED
186,20240106,1000000134,279,1,2,3,3,35280.0,75358.8,FULFILLED
187,20240106,1000000134,279,2,2,3,2,27000.0,75358.8,FULFILLED
188,20240530,1000000135,1498,1,2,4,1,11400.0,39930.0,PAID
189,20240530,1000000135,1498,1,2,4,2,21600.0,39930.0,PAID
190,20250120,1000000136,140,2,1,1,2,28500.0,34485.0,FULFILLED
191,20241115,1000000137,1115,1,1,2,1,11760.0,14229.6,PAID
192,20240103,1000000138,1240,1,1,1,3,34200.0,42882.0,PAID
193,20240406,1000000139,590,2,1,3,1,13500.0,17535.0,FULFILLED
194,20250217,1000000140,645,2,2,3,1,13230.0,16008.3,FULFILLED
195,20241130,1000000141,545,1,2,1,1,11880.0,14374.8,REFUNDED
196,20250625,1000000142,1208,2,1,1,1,14250.0,62854.26,REFUNDED
197,20250625,1000000142,1208,1,1,1,1,12936.0,62854.26,REFUNDED
198,20250625,1000000142,1208,1,1,1,2,23520.0,62854.26,REFUNDED
199,20240606,1000000143,551,1,2,1,3,34200.0,80586.0,FULFILLED
200,20240606,1000000143,551,1,2,1,3,32400.0,80586.0,FULFILLED
201,20240209,1000000144,569,2,2,1,2,29700.0,35937.0,CANCELLED
202,20250719,1000000145,1305,2,1,2,2,30000.0,37800.0,FULFILLED
203,20240505,1000000146,280,2,1,1,3,44887.5,100951.88,FULFILLED
204,20240505,1000000146,280,1,1,1,3,37800.0,100951.88,FULFILLED
205,20241207,1000000147,1338,2,1,1,2,32340.0,72701.4,FULFILLED
206,20241207,1000000147,1338,2,1,1,2,27000.0,72701.4,FULFILLED
207,20250621,1000000148,84,1,1,1,3,35280.0,43888.8,FULFILLED
208,20250121,1000000149,655,2,1,1,1,13500.0,17235.0,FULFILLED
209,20250530,1000000150,513,2,2,4,2,32340.0,39131.4,FULFILLED
210,20240416,1000000151,884,1,2,3,3,35280.0,42688.8,FULFILLED
211,20240108,1000000152,385,1,2,2,1,9720.0,11761.2,FULFILLED
212,20250610,1000000153,723,1,2,2,1,10800.0,13068.0,CANCELLED
213,20240701,1000000154,110,2,2,1,3,42525.0,51455.25,PAID
214,20240212,1000000155,1197,1,1,2,1,12000.0,15420.0,FULFILLED
215,20241029,1000000156,833,2,2,2,3,42750.0,51727.5,FULFILLED
216,20250126,1000000157,371,1,2,3,1,12000.0,71692.5,CANCELLED
217,20250126,1000000157,371,2,2,3,3,47250.0,71692.5,CANCELLED
218,20240424,1000000158,905,2,2,1,2,30000.0,36300.0,FULFILLED
219,20240714,1000000159,389,1,1,1,1,12348.0,16141.08,FULFILLED
220,20240613,1000000160,1299,2,2,4,2,29400.0,35574.0,FULFILLED
221,20241021,1000000161,725,2,1,2,3,45000.0,55350.0,FULFILLED
222,20250731,1000000162,645,1,2,4,2,22800.0,27588.0,PAID
223,20240224,1000000163,584,1,1,1,2,21600.0,27036.0,FULFILLED
224,20250222,1000000164,436,1,1,2,3,36000.0,77130.0,FULFILLED
225,20250222,1000000164,436,2,1,2,2,27000.0,77130.0,FULFILLED
226,20250827,1000000165,293,1,1,1,2,23520.0,29959.2,FULFILLED
227,20250727,1000000166,1065,2,1,2,1,13500.0,53744.25,FULFILLED
228,20250727,1000000166,1065,2,1,2,2,29925.0,53744.25,FULFILLED
229,20250118,1000000167,1234,2,1,4,1,12825.0,58172.85,CANCELLED
230,20250118,1000000167,1234,1,1,4,1,10260.0,58172.85,CANCELLED
231,20250118,1000000167,1234,1,1,4,2,24000.0,58172.85,CANCELLED
232,20240226,1000000168,400,2,1,1,3,40500.0,50205.0,CANCELLED
233,20240708,1000000169,251,1,1,1,1,10800.0,14268.0,FULFILLED
234,20240329,1000000170,764,2,2,4,2,30000.0,36300.0,PAID
235,20250227,1000000171,1490,1,1,1,1,11760.0,15429.6,CREATED
236,20240507,1000000172,181,1,1,1,2,22800.0,28488.0,FULFILLED
237,20250616,1000000173,693,2,1,1,2,31500.0,39315.0,FULFILLED
238,20240907,1000000174,672,1,2,2,1,11760.0,14229.6,FULFILLED
239,20240531,1000000175,786,1,1,1,1,12000.0,15420.0,PAID
240,20250225,1000000176,1347,2,2,2,1,14850.0,17968.5,FULFILLED
241,20241123,1000000177,628,2,1,1,1,12825.0,16718.25,FULFILLED
242,20250503,1000000178,1485,2,2,2,1,13500.0,16335.0,PAID
243,20250812,1000000179,805,2,1,2,3,44100.0,88746.0,FULFILLED
244,20250812,1000000179,805,2,1,2,2,28500.0,88746.0,FULFILLED
245,20240521,1000000180,445,1,1,1,2,25200.0,31692.0,FULFILLED
246,20241112,1000000181,560,1,1,3,2,23520.0,29359.2,FULFILLED
247,20240908,1000000182,403,1,1,4,2,25080.0,31546.8,FULFILLED
248,20241026,1000000183,693,2,2,1,2,27000.0,32670.0,PAID
249,20250511,1000000184,274,2,2,2,1,13500.0,16335.0,PAID
250,20240718,1000000185,804,1,1,1,3,37044.0,73611.24,FULFILLED
251,20240718,1000000185,804,1,1,1,2,22800.0,73611.24,FULFILLED
252,20240730,1000000186,1495,1,1,2,1,11400.0,14694.0,FULFILLED
253,20250212,1000000187,48,1,2,1,3,32400.0,39204.0,REFUNDED
254,20250823,1000000188,661,2,2,3,2,27000.0,32670.0,FULFILLED
255,20240502,1000000189,984,1,1,2,3,37044.0,45723.24,PAID
256,20240605,1000000190,1384,1,1,4,1,11760.0,14229.6,PAID
257,20250916,1000000191,788,2,1,1,3,40500.0,106896.24,CANCELLED
258,20250916,1000000191,788,1,1,1,1,10800.0,106896.24,CANCELLED
259,20250916,1000000191,788,1,1,1,3,37044.0,106896.24,CANCELLED
260,20240308,1000000192,456,1,2,2,1,12000.0,14520.0,PAID
261,20240215,1000000193,427,1,1,1,3,32400.0,40404.0,FULFILLED
262,20250913,1000000194,866,1,1,1,1,10800.0,54450.0,FULFILLED
263,20250913,1000000194,866,1,1,1,3,34200.0,54450.0,FULFILLED
264,20250228,1000000195,371,2,1,1,1,13500.0,56666.4,FULFILLED
265,20250228,1000000195,371,2,1,1,2,32340.0,56666.4,FULFILLED
266,20250814,1000000196,1000,2,1,2,2,30000.0,37500.0,FULFILLED
267,20240409,1000000197,1404,1,1,2,1,10800.0,14268.0,FULFILLED
268,20240203,1000000198,1159,1,1,1,3,29160.0,36183.6,FULFILLED
269,20250319,1000000199,1040,1,1,2,2,26400.0,59280.0,FULFILLED
270,20250319,1000000199,1040,1,1,2,2,21600.0,59280.0,FULFILLED
271,20240925,1000000200,464,1,1,3,1,10800.0,27036.0,FULFILLED
272,20240925,1000000200,464,1,1,3,1,10800.0,27036.0,FULFILLED
273,20241116,1000000201,166,1,1,1,1,12600.0,50749.5,REFUNDED
274,20241116,1000000201,166,2,1,1,2,28350.0,50749.5,REFUNDED
275,20250327,1000000202,1056,1,2,3,3,36000.0,43560.0,FULFILLED
276,20241117,1000000203,925,1,2,3,3,32400.0,39204.0,FULFILLED
277,20250127,1000000204,488,2,1,1,1,13500.0,50205.0,CANCELLED
278,20250127,1000000204,488,2,1,1,2,27000.0,50205.0,CANCELLED
279,20240930,1000000205,903,2,1,1,1,14700.0,17787.0,FULFILLED
280,20250726,1000000206,70,1,1,2,2,23520.0,29659.2,PAID
281,20250507,1000000207,1459,1,1,1,1,12348.0,15841.08,FULFILLED
282,20250411,1000000208,500,2,2,2,3,44550.0,53905.5,FULFILLED
283,20250403,1000000209,361,1,1,1,2,25200.0,31692.0,FULFILLED
284,20250320,1000000210,476,2,1,3,1,13500.0,17835.0,FULFILLED
285,20250719,1000000211,1400,1,2,1,3,35280.0,80803.8,REFUNDED
286,20250719,1000000211,1400,2,2,1,2,31500.0,80803.8,REFUNDED
287,20250218,1000000212,945,1,1,1,1,11760.0,15129.6,FULFILLED
288,20240416,1000000213,1443,2,1,3,1,15750.0,20557.5,FULFILLED
289,20240719,1000000214,1430,1,1,1,2,22680.0,28342.8,FULFILLED
290,20240129,1000000215,1330,2,1,1,3,38475.0,62628.15,FULFILLED
291,20240129,1000000215,1330,1,1,1,1,12540.0,62628.15,FULFILLED
292,20250510,1000000216,274,2,1,1,1,15675.0,19866.75,FULFILLED
293,20240405,1000000217,1251,2,2,2,1,14962.5,72554.62,FULFILLED
294,20240405,1000000217,1251,2,2,2,3,45000.0,72554.62,FULFILLED
295,20240704,1000000218,176,1,1,1,1,10260.0,39750.6,FULFILLED
296,20240704,1000000218,176,1,1,1,2,21600.0,39750.6,FULFILLED
297,20240612,1000000219,42,1,2,2,1,10800.0,54450.0,PAID
298,20240612,1000000219,42,1,2,2,3,34200.0,54450.0,PAID
299,20250921,1000000220,582,1,1,2,1,11400.0,14694.0,FULFILLED
300,20250507,1000000221,4,1,2,1,2,23520.0,28459.2,FULFILLED
301,20240830,1000000222,569,1,2,2,2,21600.0,26136.0,FULFILLED
302,20241224,1000000223,157,1,2,1,2,22680.0,27442.8,PAID
303,20250322,1000000224,649,2,1,1,3,40500.0,50205.0,FULFILLED
304,20250805,1000000225,1230,1,1,1,3,34020.0,41164.2,FULFILLED
305,20240716,1000000226,197,1,1,1,3,29160.0,36483.6,FULFILLED
306,20240717,1000000227,731,1,1,1,3,35280.0,43888.8,FULFILLED
307,20250327,1000000228,506,1,1,3,3,35280.0,43588.8,FULFILLED
308,20250410,1000000229,751,2,2,2,1,13500.0,16335.0,CANCELLED
309,20241229,1000000230,485,1,1,1,3,32400.0,40104.0,FULFILLED
310,20240608,1000000231,823,2,1,1,3,47250.0,58072.5,PAID
311,20250221,1000000232,680,1,1,1,1,12936.0,45892.56,PAID
312,20250221,1000000232,680,1,1,1,2,24000.0,45892.56,PAID
313,20241119,1000000233,417,2,1,1,1,15000.0,19050.0,FULFILLED
314,20250528,1000000234,677,1,1,2,2,23520.0,29659.2,FULFILLED
315,20241002,1000000235,1327,1,2,2,2,21600.0,26136.0,CANCELLED
316,20250104,1000000236,593,1,2,1,1,12000.0,29040.0,FULFILLED
317,20250104,1000000236,593,1,2,1,1,12000.0,29040.0,FULFILLED
318,20241114,1000000237,606,1,2,1,3,36000.0,43560.0,FULFILLED
319,20250322,1000000238,137,1,2,2,2,21168.0,25613.28,PAID
320,20240220,1000000239,487,1,1,1,1,11970.0,63408.6,FULFILLED
321,20240220,1000000239,487,2,1,1,3,39690.0,63408.6,FULFILLED
322,20241020,1000000240,909,2,1,3,2,27000.0,48090.0,REFUNDED
323,20241020,1000000240,909,1,1,3,1,12000.0,48090.0,REFUNDED
324,20241011,1000000241,179,2,2,1,2,27000.0,71874.0,FULFILLED
325,20241011,1000000241,179,1,2,1,3,32400.0,71874.0,FULFILLED
326,20250815,1000000242,183,1,1,1,3,37044.0,46023.24,CANCELLED
327,20250608,1000000243,536,2,1,4,1,16500.0,19965.0,FULFILLED
328,20240913,1000000244,1341,1,2,1,2,20520.0,24829.2,FULFILLED
329,20250508,1000000245,378,2,2,1,1,14700.0,48823.5,REFUNDED
330,20250508,1000000245,378,2,2,1,2,25650.0,48823.5,REFUNDED
331,20250927,1000000246,548,1,1,2,3,36000.0,74596.5,CANCELLED
332,20250927,1000000246,548,2,1,2,2,25650.0,74596.5,CANCELLED
333,20241202,1000000247,757,2,1,1,1,15435.0,19576.35,FULFILLED
334,20241026,1000000248,522,1,2,4,1,10800.0,13068.0,FULFILLED
335,20240419,1000000249,1384,1,2,3,3,39600.0,47916.0,FULFILLED
336,20240921,1000000250,473,2,1,4,3,42525.0,52955.25,FULFILLED
337,20240315,1000000251,1316,1,2,3,3,34200.0,41382.0,FULFILLED
338,20240302,1000000252,1356,2,2,1,3,44100.0,53361.0,FULFILLED
339,20250423,1000000253,266,1,1,1,2,24696.0,56018.16,REFUNDED
340,20250423,1000000253,266,1,1,1,2,21600.0,56018.16,REFUNDED
341,20241013,1000000254,1359,1,2,2,2,21168.0,25613.28,FULFILLED
342,20240813,1000000255,843,2,1,2,1,14700.0,18687.0,FULFILLED
343,20241001,1000000256,599,1,1,3,2,23520.0,29659.2,FULFILLED
344,20250530,1000000257,1048,2,2,1,2,29400.0,70059.0,FULFILLED
345,20250530,1000000257,1048,2,2,1,2,28500.0,70059.0,FULFILLED
346,20241226,1000000258,319,2,1,2,2,28500.0,35385.0,FULFILLED
347,20250904,1000000259,846,1,1,1,2,25872.0,32805.12,REFUNDED
348,20241212,1000000260,1491,2,1,2,2,33000.0,41130.0,FULFILLED
349,20250814,1000000261,79,1,1,2,2,24000.0,29040.0,FULFILLED
350,20241118,1000000262,748,1,1,4,3,35280.0,43588.8,FULFILLED
351,20241231,1000000263,537,2,1,1,3,40500.0,49905.0,PAID
352,20250819,1000000264,303,1,2,2,1,11340.0,69750.45,PAID
353,20250819,1000000264,303,2,2,2,3,46305.0,69750.45,PAID
354,20240427,1000000265,1065,1,1,1,3,39600.0,64468.56,FULFILLED
355,20240427,1000000265,1065,1,1,1,1,12936.0,64468.56,FULFILLED
356,20250507,1000000266,606,1,1,1,2,23520.0,48325.95,FULFILLED
357,20250507,1000000266,606,2,1,1,1,15675.0,48325.95,FULFILLED
358,20240229,1000000267,553,2,1,1,2,27000.0,33870.0,FULFILLED
359,20250314,1000000268,656,1,1,1,1,11400.0,13794.0,CANCELLED
360,20241013,1000000269,786,2,1,4,3,46305.0,83617.05,CANCELLED
361,20241013,1000000269,786,1,1,4,2,22800.0,83617.05,CANCELLED
362,20240216,1000000270,663,1,2,1,1,11760.0,14229.6,FULFILLED
363,20240212,1000000271,833,1,1,1,3,35280.0,87448.8,REFUNDED
364,20240212,1000000271,833,1,1,1,3,36000.0,87448.8,REFUNDED
365,20241025,1000000272,844,1,1,1,2,26400.0,33144.0,FULFILLED
366,20240301,1000000273,720,1,1,1,3,35280.0,43588.8,FULFILLED
367,20240928,1000000274,169,1,2,1,2,24000.0,77064.9,FULFILLED
