shipment_pk,shipped_date_id,order_id,shipping_province_id,carrier,status,delivery_time_days
172,20250228,1000000171,1,Correo Argentino,READY,3.5594444444444444
173,20240508,1000000172,1,Correo Argentino,DELIVERED,4.402604166666666
174,20250617,1000000173,1,Correo Argentino,DELIVERED,5.652881944444444
175,20240907,1000000174,2,PICKUP,DELIVERED,1.0509606481481482
176,20240601,1000000175,1,Correo Argentino,SHIPPED,3.808101851851852
177,20250225,1000000176,2,PICKUP,DELIVERED,1.3013078703703704
178,20241124,1000000177,1,Correo Argentino,DELIVERED,3.9057060185185186
179,20250503,1000000178,2,PICKUP,SHIPPED,1.2640393518518518
180,20250813,1000000179,2,Correo Argentino,DELIVERED,3.3740740740740742
181,20240522,1000000180,1,Correo Argentino,DELIVERED,2.3227083333333334
182,20241113,1000000181,3,Correo Argentino,DELIVERED,2.8023148148148147
183,20240909,1000000182,4,Correo Argentino,DELIVERED,7.877152777777778
184,20241026,1000000183,1,PICKUP,SHIPPED,1.6266898148148148
185,20250511,1000000184,2,PICKUP,SHIPPED,1.2263194444444445
186,20240719,1000000185,1,Correo Argentino,DELIVERED,5.9193287037037035
187,20240731,1000000186,2,Correo Argentino,DELIVERED,2.7302430555555555
188,20250212,1000000187,1,PICKUP,DELIVERED,1.8646064814814816
189,20250823,1000000188,3,PICKUP,DELIVERED,1.7494444444444444
190,20240503,1000000189,2,Correo Argentino,SHIPPED,2.5656712962962964
191,20240606,1000000190,4,Correo Argentino,SHIPPED,5.677708333333333
192,0,1000000191,1,Correo Argentino,CANCELLED,
193,20240308,1000000192,2,PICKUP,SHIPPED,1.7005787037037037
194,20240216,1000000193,1,Correo Argentino,DELIVERED,3.1839699074074073
195,20250914,1000000194,1,Correo Argentino,DELIVERED,5.596388888888889
196,20250301,1000000195,1,Correo Argentino,DELIVERED,4.244513888888889
197,20250815,1000000196,2,Correo Argentino,DELIVERED,2.934699074074074
198,20240410,1000000197,2,Correo Argentino,DELIVERED,2.034247685185185
199,20240204,1000000198,1,Correo Argentino,DELIVERED,3.514664351851852
200,20250320,1000000199,2,Correo Argentino,DELIVERED,5.56193287037037
201,20240926,1000000200,3,Correo Argentino,DELIVERED,3.667314814814815
202,20241117,1000000201,1,Correo Argentino,DELIVERED,3.9091666666666667
203,20250327,1000000202,3,PICKUP,DELIVERED,1.6740972222222221
204,20241117,1000000203,3,PICKUP,DELIVERED,1.9912037037037038
205,0,1000000204,1,Correo Argentino,CANCELLED,
206,20241001,1000000205,1,Correo Argentino,DELIVERED,4.444363425925926
207,20250727,1000000206,2,Correo Argentino,SHIPPED,4.290219907407407
208,20250508,1000000207,1,Correo Argentino,DELIVERED,2.3543171296296297
209,20250411,1000000208,2,PICKUP,DELIVERED,1.8389583333333333
210,20250404,1000000209,1,Correo Argentino,DELIVERED,2.1088194444444444
211,20250321,1000000210,3,Correo Argentino,DELIVERED,2.6390046296296297
212,20250719,1000000211,1,PICKUP,DELIVERED,1.996400462962963
213,20250219,1000000212,1,Correo Argentino,DELIVERED,4.578287037037037
214,20240417,1000000213,3,Correo Argentino,DELIVERED,3.0966319444444443
215,20240720,1000000214,1,Correo Argentino,DELIVERED,2.987650462962963
216,20240130,1000000215,1,Correo Argentino,DELIVERED,4.798715277777778
217,20250511,1000000216,1,Correo Argentino,DELIVERED,5.5243518518518515
218,20240405,1000000217,2,PICKUP,DELIVERED,1.4224074074074073
219,20240705,1000000218,1,Correo Argentino,DELIVERED,4.665127314814815
220,20240612,1000000219,2,PICKUP,SHIPPED,1.81125
221,20250922,1000000220,2,Correo Argentino,DELIVERED,4.099976851851852
222,20250507,1000000221,1,PICKUP,DELIVERED,1.3296180555555555
223,20240830,1000000222,2,PICKUP,DELIVERED,1.5422800925925926
224,20241224,1000000223,1,PICKUP,SHIPPED,1.003275462962963
225,20250323,1000000224,1,Correo Argentino,DELIVERED,2.546574074074074
226,20250806,1000000225,1,Correo Argentino,DELIVERED,4.414560185185185
227,20240717,1000000226,1,Correo Argentino,DELIVERED,5.8003935185185185
228,20240718,1000000227,1,Correo Argentino,DELIVERED,2.9964930555555553
229,20250328,1000000228,3,Correo Argentino,DELIVERED,4.170474537037037
230,0,1000000229,2,PICKUP,CANCELLED,
231,20241230,1000000230,1,Correo Argentino,DELIVERED,5.497534722222222
232,20240609,1000000231,1,Correo Argentino,SHIPPED,2.689537037037037
233,20250222,1000000232,1,Correo Argentino,SHIPPED,4.899212962962963
234,20241120,1000000233,1,Correo Argentino,DELIVERED,2.370902777777778
235,20250529,1000000234,2,Correo Argentino,DELIVERED,5.975543981481482
236,0,1000000235,2,PICKUP,CANCELLED,
237,20250104,1000000236,1,PICKUP,DELIVERED,1.3037152777777778
238,20241114,1000000237,1,PICKUP,DELIVERED,1.7941550925925926
239,20250322,1000000238,2,PICKUP,SHIPPED,1.2691203703703704
240,20240221,1000000239,1,Correo Argentino,DELIVERED,5.228206018518518
241,20241021,1000000240,3,Correo Argentino,DELIVERED,5.728634259259259
242,20241011,1000000241,1,PICKUP,DELIVERED,1.4394212962962962
243,0,1000000242,1,Correo Argentino,CANCELLED,
244,20250609,1000000243,4,Correo Argentino,DELIVERED,4.402824074074074
245,20240913,1000000244,1,PICKUP,DELIVERED,1.085914351851852
246,20250508,1000000245,1,PICKUP,DELIVERED,1.0355208333333332
247,0,1000000246,2,Correo Argentino,CANCELLED,
248,20241203,1000000247,1,Correo Argentino,DELIVERED,5.115590277777778
249,20241026,1000000248,4,PICKUP,DELIVERED,1.4640856481481481
250,20240419,1000000249,3,PICKUP,DELIVERED,1.3300810185185186
251,20240922,1000000250,4,Correo Argentino,DELIVERED,4.440138888888889
252,20240315,1000000251,3,PICKUP,DELIVERED,1.1633796296296297
253,20240302,1000000252,1,PICKUP,DELIVERED,1.7285416666666666
254,20250424,1000000253,1,Correo Argentino,DELIVERED,5.434375
255,20241013,1000000254,2,PICKUP,DELIVERED,1.2272337962962963
256,20240814,1000000255,2,Correo Argentino,DELIVERED,4.102962962962963
257,20241002,1000000256,3,Correo Argentino,DELIVERED,4.244756944444444
258,20250530,1000000257,1,PICKUP,DELIVERED,1.5887615740740741
259,20241227,1000000258,2,Correo Argentino,DELIVERED,2.9809027777777777
260,20250905,1000000259,1,Correo Argentino,DELIVERED,3.436724537037037
261,20241213,1000000260,2,Correo Argentino,DELIVERED,3.021747685185185
262,20250815,1000000261,2,Correo Argentino,DELIVERED,2.9044675925925927
263,20241119,1000000262,4,Correo Argentino,DELIVERED,5.8184606481481485
264,20250101,1000000263,1,Correo Argentino,SHIPPED,3.809386574074074
265,20250819,1000000264,2,PICKUP,SHIPPED,1.351400462962963
266,20240428,1000000265,1,Correo Argentino,DELIVERED,5.200162037037037
267,20250508,1000000266,1,Correo Argentino,DELIVERED,2.4422685185185187
268,20240301,1000000267,1,Correo Argentino,DELIVERED,4.058287037037037
269,0,1000000268,1,Correo Argentino,CANCELLED,
270,0,1000000269,4,Correo Argentino,CANCELLED,
271,20240216,1000000270,1,PICKUP,DELIVERED,1.3981712962962962
272,20240213,1000000271,1,Correo Argentino,DELIVERED,5.971898148148148
273,20241026,1000000272,1,Correo Argentino,DELIVERED,5.899050925925926
274,20240302,1000000273,1,Correo Argentino,DELIVERED,2.902372685185185
275,20240928,1000000274,1,PICKUP,DELIVERED,1.232210648148148
276,20240622,1000000275,1,Correo Argentino,DELIVERED,4.9721875
277,20250526,1000000276,4,PICKUP,SHIPPED,1.8136574074074074
278,20241014,1000000277,1,PICKUP,DELIVERED,1.2698726851851851
279,20250305,1000000278,1,Correo Argentino,DELIVERED,5.747870370370371
280,0,1000000279,3,Correo Argentino,CANCELLED,
281,20240720,1000000280,1,PICKUP,DELIVERED,1.831377314814815
282,20250312,1000000281,1,Correo Argentino,DELIVERED,4.703171296296296
283,20241229,1000000282,2,Correo Argentino,DELIVERED,3.144976851851852
284,20250722,1000000283,2,Correo Argentino,DELIVERED,4.235995370370371
285,20240309,1000000284,2,PICKUP,DELIVERED,1.5727083333333334
286,0,1000000285,1,Correo Argentino,CANCELLED,
287,20240712,1000000286,1,Correo Argentino,DELIVERED,3.2064699074074072
288,20250617,1000000287,1,PICKUP,SHIPPED,1.4105324074074075
289,20250201,1000000288,1,PICKUP,SHIPPED,1.7527314814814814
290,0,1000000289,1,Correo Argentino,CANCELLED,
291,20241105,1000000290,4,Correo Argentino,DELIVERED,4.497326388888889
292,20241018,1000000291,4,Correo Argentino,SHIPPED,6.625787037037037
293,20250429,1000000292,4,PICKUP,SHIPPED,1.443136574074074
294,20250822,1000000293,1,Correo Argentino,SHIPPED,4.741458333333333
295,0,1000000294,2,Correo Argentino,CANCELLED,
296,20250327,1000000295,4,PICKUP,DELIVERED,1.0325462962962964
297,20240628,1000000296,2,PICKUP,SHIPPED,1.5028356481481482
298,20250811,1000000297,1,PICKUP,DELIVERED,1.045451388888889
299,20241104,1000000298,1,PICKUP,DELIVERED,1.244386574074074
300,20240506,1000000299,3,PICKUP,DELIVERED,1.7725694444444444
301,20241120,1000000300,1,Correo Argentino,DELIVERED,2.4808449074074073
302,20240507,1000000301,4,Correo Argentino,SHIPPED,5.087673611111111
303,0,1000000302,1,Correo Argentino,CANCELLED,
304,20240316,1000000303,3,PICKUP,SHIPPED,1.9607175925925926
305,20240316,1000000304,3,Correo Argentino,DELIVERED,4.665173611111111
306,20250414,1000000305,1,Correo Argentino,DELIVERED,4.349664351851852
307,20240430,1000000306,1,Correo Argentino,DELIVERED,3.0864351851851852
308,20240913,1000000307,1,Correo Argentino,DELIVERED,5.793263888888889
309,20240328,1000000308,2,Correo Argentino,SHIPPED,3.9411805555555555
310,0,1000000309,1,PICKUP,CANCELLED,
311,20250105,1000000310,1,Correo Argentino,DELIVERED,2.2727430555555554
312,20250107,1000000311,2,PICKUP,SHIPPED,1.6133796296296297
313,20250223,1000000312,2,PICKUP,DELIVERED,1.672951388888889
314,20250519,1000000313,3,PICKUP,DELIVERED,1.8790856481481482
315,20241016,1000000314,3,Correo Argentino,DELIVERED,3.2405902777777778
316,20250506,1000000315,1,Correo Argentino,DELIVERED,3.131261574074074
317,20250427,1000000316,1,PICKUP,DELIVERED,1.6543402777777778
318,20240817,1000000317,1,Correo Argentino,DELIVERED,4.685694444444445
319,20241006,1000000318,4,PICKUP,SHIPPED,1.1158101851851852
320,20240421,1000000319,1,Correo Argentino,DELIVERED,2.2706597222222222
321,20250819,1000000320,2,Correo Argentino,DELIVERED,4.1567592592592595
322,20250803,1000000321,2,Correo Argentino,DELIVERED,3.3422453703703705
323,20241120,1000000322,4,PICKUP,DELIVERED,1.7183912037037037
324,20250401,1000000323,1,PICKUP,DELIVERED,1.9674421296296296
325,20250111,1000000324,4,PICKUP,DELIVERED,1.6614814814814816
326,20241014,1000000325,2,PICKUP,DELIVERED,1.544537037037037
327,20240617,1000000326,2,Correo Argentino,DELIVERED,5.6294560185185185
328,20250110,1000000327,3,Correo Argentino,DELIVERED,3.3385185185185184
329,20250211,1000000328,1,Correo Argentino,DELIVERED,4.914155092592592
330,20240316,1000000329,2,Correo Argentino,DELIVERED,3.478576388888889
331,20241214,1000000330,2,PICKUP,DELIVERED,1.4013657407407407
332,20241225,1000000331,1,Correo Argentino,DELIVERED,3.354351851851852
333,20250918,1000000332,2,Correo Argentino,SHIPPED,3.7850578703703706
334,0,1000000333,1,Correo Argentino,CANCELLED,
335,20250508,1000000334,1,Correo Argentino,SHIPPED,4.145856481481482
336,20240211,1000000335,3,Correo Argentino,DELIVERED,4.849131944444444
337,20240720,1000000336,2,Correo Argentino,DELIVERED,4.28
338,20240913,1000000337,1,Correo Argentino,DELIVERED,2.0805902777777776
339,20240323,1000000338,1,Correo Argentino,DELIVERED,2.3792476851851854
340,0,1000000339,3,Correo Argentino,CANCELLED,
341,20240806,1000000340,1,Correo Argentino,DELIVERED,2.783912037037037
342,20241221,1000000341,2,PICKUP,DELIVERED,1.4897685185185185
343,20241007,1000000342,4,Correo Argentino,DELIVERED,4.4223032407407405
344,20240812,1000000343,3,Correo Argentino,DELIVERED,2.0719328703703703
345,20240724,1000000344,1,Correo Argentino,SHIPPED,2.189074074074074
346,20240502,1000000345,1,Correo Argentino,DELIVERED,2.946342592592593
347,20250312,1000000346,4,PICKUP,SHIPPED,1.3283101851851853
348,20240819,1000000347,1,Correo Argentino,DELIVERED,2.7466666666666666
349,20241115,1000000348,4,PICKUP,DELIVERED,1.1177314814814814
350,20240830,1000000349,3,Correo Argentino,DELIVERED,3.044050925925926
351,20240318,1000000350,3,PICKUP,DELIVERED,1.1096296296296295
352,20240503,1000000351,1,PICKUP,DELIVERED,1.987673611111111
353,20250217,1000000352,1,Correo Argentino,DELIVERED,5.573912037037037
354,20250508,1000000353,4,PICKUP,DELIVERED,1.5407175925925927
355,20250510,1000000354,1,Correo Argentino,DELIVERED,5.464699074074074
356,20241210,1000000355,1,Correo Argentino,DELIVERED,5.480810185185185
357,20250606,1000000356,1,Correo Argentino,DELIVERED,3.1186805555555557
358,20240301,1000000357,3,Correo Argentino,DELIVERED,4.923518518518518
359,20250709,1000000358,1,Correo Argentino,DELIVERED,2.6449305555555553
360,20240709,1000000359,3,PICKUP,DELIVERED,1.4519791666666666
361,20240923,1000000360,4,PICKUP,DELIVERED,1.6969791666666667
362,20250120,1000000361,2,Correo Argentino,DELIVERED,3.48375
363,20240815,1000000362,2,Correo Argentino,SHIPPED,4.46693287037037
364,20240608,1000000363,1,Correo Argentino,DELIVERED,3.8983564814814815
365,20250818,1000000364,2,PICKUP,SHIPPED,1.9133564814814814
366,20250821,1000000365,2,Correo Argentino,DELIVERED,4.2957523148148145
367,20250716,1000000366,1,Correo Argentino,DELIVERED,5.958333333333333
368,20250420,1000000367,1,Correo Argentino,DELIVERED,3.427002314814815
369,0,1000000368,2,Correo Argentino,CANCELLED,
370,20241211,1000000369,1,PICKUP,DELIVERED,1.2323726851851853
371,20250818,1000000370,2,PICKUP,DELIVERED,1.6812037037037038
372,20240116,1000000371,1,Correo Argentino,DELIVERED,4.712141203703704
373,20240822,1000000372,3,Correo Argentino,SHIPPED,2.685277777777778
374,20240219,1000000373,3,Correo Argentino,SHIPPED,2.4755555555555557
375,20250414,1000000374,2,PICKUP,DELIVERED,1.984375
376,20250625,1000000375,1,Correo Argentino,DELIVERED,2.618402777777778
377,20241215,1000000376,2,PICKUP,DELIVERED,1.0440162037037037
378,20240802,1000000377,1,PICKUP,DELIVERED,1.1955208333333334
379,20250906,1000000378,2,Correo Argentino,DELIVERED,5.3054398148148145
380,20250616,1000000379,4,Correo Argentino,DELIVERED,6.406736111111111
381,20240613,1000000380,2,PICKUP,DELIVERED,1.8608333333333333
382,20250519,1000000381,1,Correo Argentino,DELIVERED,4.280613425925926
383,20240622,1000000382,1,Correo Argentino,DELIVERED,5.96912037037037
384,20241120,1000000383,2,PICKUP,DELIVERED,1.720787037037037
385,20250609,1000000384,1,Correo Argentino,SHIPPED,4.788958333333333
386,20240511,1000000385,2,PICKUP,DELIVERED,1.2912152777777777
387,20241023,1000000386,1,PICKUP,DELIVERED,1.0353819444444445
388,20250328,1000000387,2,Correo Argentino,DELIVERED,5.4861458333333335
389,20240604,1000000388,1,Correo Argentino,DELIVERED,2.1049652777777776
390,20240504,1000000389,1,Correo Argentino,SHIPPED,5.8788425925925925
391,20240317,1000000390,1,Correo Argentino,DELIVERED,4.236377314814815
392,20240208,1000000391,2,Correo Argentino,DELIVERED,2.721979166666667
393,20240815,1000000392,2,PICKUP,DELIVERED,1.903275462962963
394,20240320,1000000393,3,PICKUP,DELIVERED,1.2037268518518518
395,20250801,1000000394,2,Correo Argentino,SHIPPED,3.0194328703703706
396,20240601,1000000395,3,PICKUP,DELIVERED,1.4544791666666668
397,20240815,1000000396,2,Correo Argentino,DELIVERED,3.3915509259259258
398,20250706,1000000397,2,Correo Argentino,DELIVERED,4.291331018518519
399,20240330,1000000398,1,Correo Argentino,DELIVERED,4.2446875
