session_pk,date_id,customer_id,source,device,duration_seconds
243,20250218,,social,mobile,53552
244,20240324,1449.0,direct,mobile,5024
245,20240318,820.0,direct,mobile,23379
246,20250806,128.0,ads,mobile,29207
247,20240602,684.0,ads,mobile,77167
248,20240905,,email,mobile,48717
249,20240715,740.0,direct,mobile,36325
250,20250126,,ads,mobile,71766
251,20250220,,ads,mobile,5440
252,20241005,,ads,mobile,29669
253,20240321,1107.0,ads,mobile,78590
254,20250314,,direct,mobile,30194
255,20241005,,ads,mobile,38076
256,20240128,,referral,mobile,73946
257,20240621,1013.0,ads,mobile,33436
258,20250331,,referral,mobile,46468
259,20240104,902.0,direct,mobile,8902
260,20240108,,social,desktop,50930
261,20250408,745.0,direct,desktop,26925
262,20240326,1292.0,direct,desktop,17859
263,20240717,476.0,email,tablet,26909
264,20250523,502.0,direct,mobile,47615
265,20240903,679.0,ads,desktop,0
266,20250526,,ads,mobile,0
267,20240208,,direct,desktop,77858
268,20241121,,direct,mobile,66238
269,20240616,1027.0,ads,mobile,60210
270,20250822,365.0,referral,mobile,3630
271,20250114,128.0,direct,mobile,6434
272,20250213,855.0,direct,mobile,54451
273,20240911,,direct,mobile,33422
274,20240903,112.0,ads,mobile,43373
275,20250520,57.0,ads,desktop,80619
276,20250820,1231.0,ads,mobile,66855
277,20250603,221.0,ads,mobile,45011
278,20240611,835.0,email,mobile,86065
279,20250827,,social,mobile,78763
280,20240113,990.0,ads,desktop,67986
281,20240125,1177.0,direct,desktop,10647
282,20250314,514.0,direct,mobile,85132
283,20250104,182.0,ads,mobile,29692
284,20240309,1023.0,referral,desktop,22570
285,20250103,358.0,ads,desktop,1593
286,20240815,1317.0,social,tablet,24428
287,20240507,,direct,tablet,18688
288,20250727,,direct,mobile,16387
289,20240714,,referral,mobile,85620
290,20240618,,direct,mobile,52597
291,20250223,540.0,ads,mobile,24001
292,20250528,,email,mobile,24402
293,20250102,,referral,mobile,48134
294,20240128,,email,desktop,85402
295,20241127,235.0,ads,mobile,57450
296,20240706,,email,mobile,0
297,20240317,1467.0,ads,mobile,71404
298,20250404,1370.0,referral,mobile,83429
299,20241012,1319.0,direct,mobile,61381
300,20240213,483.0,direct,desktop,33125
301,20250102,,ads,mobile,0
302,20240609,,direct,desktop,33124
303,20250626,,referral,mobile,3590
304,20240115,448.0,ads,desktop,42645
305,20240403,814.0,direct,desktop,34556
306,20241209,205.0,direct,desktop,33753
307,20240612,873.0,ads,desktop,57080
308,20240215,,social,mobile,58941
309,20250607,,ads,mobile,0
310,20250313,730.0,direct,mobile,76343
311,20241003,458.0,referral,mobile,52677
312,20250205,1357.0,direct,mobile,25769
313,20250716,,social,mobile,78612
314,20240528,,referral,desktop,22870
315,20240126,,social,mobile,18316
316,20240523,,ads,desktop,60054
317,20240302,1480.0,ads,desktop,0
318,20250804,,ads,mobile,50582
319,20250131,,ads,tablet,64670
320,20250916,1336.0,direct,mobile,85861
321,20240715,301.0,ads,mobile,28054
322,20250812,307.0,direct,mobile,41280
323,20240331,,referral,mobile,19119
324,20240103,633.0,social,desktop,51433
325,20240701,,ads,mobile,73145
326,20241112,,direct,mobile,0
327,20240314,1315.0,direct,mobile,6608
328,20240704,593.0,direct,mobile,5848
329,20250703,176.0,social,desktop,76702
330,20250801,1182.0,ads,mobile,52607
331,20241129,,social,mobile,39475
332,20250530,564.0,direct,mobile,36626
333,20250727,249.0,ads,desktop,33922
334,20250306,,email,mobile,70357
335,20250430,,referral,desktop,65044
336,20241127,945.0,ads,mobile,84023
337,20240718,1433.0,direct,desktop,4210
338,20241206,315.0,direct,mobile,42928
339,20240530,422.0,referral,mobile,80140
340,20241015,1297.0,direct,desktop,84230
341,20240614,1475.0,ads,desktop,79791
342,20240525,,social,mobile,5436
343,20250608,319.0,referral,desktop,0
344,20240708,839.0,ads,mobile,18079
345,20250314,,ads,mobile,30639
346,20240421,,direct,mobile,68623
347,20250304,,direct,desktop,32348
348,20250916,994.0,direct,mobile,75816
349,20250618,,direct,mobile,82311
350,20240608,579.0,ads,mobile,49752
351,20250121,,ads,desktop,42403
352,20250912,588.0,ads,tablet,68646
353,20240501,,ads,desktop,49076
354,20241012,,referral,desktop,25530
355,20250312,,direct,desktop,55207
356,20240315,373.0,ads,desktop,64000
357,20250606,,ads,mobile,52860
358,20250506,,ads,desktop,57795
359,20250425,823.0,ads,mobile,65188
360,20250418,266.0,ads,mobile,70160
361,20250507,1406.0,referral,tablet,54790
362,20240808,,referral,desktop,32483
363,20240810,234.0,ads,mobile,0
364,20250119,1261.0,social,desktop,57330
365,20250910,521.0,ads,mobile,31910
366,20240709,150.0,ads,mobile,80185
367,20250304,1340.0,direct,mobile,45650
368,20240204,,social,mobile,78728
369,20250508,1249.0,social,desktop,76698
370,20241024,539.0,direct,mobile,66707
371,20240310,,social,desktop,27864
372,20250827,,referral,desktop,5719
373,20241130,1175.0,direct,mobile,58970
374,20250815,,social,mobile,47838
375,20250401,908.0,ads,mobile,2828
376,20250103,,ads,mobile,63913
377,20250716,726.0,direct,desktop,35750
378,20240707,922.0,email,tablet,7399
379,20240813,1053.0,referral,mobile,62367
380,20240722,,referral,mobile,58305
381,20250515,,referral,mobile,6764
382,20250108,256.0,direct,desktop,79038
383,20240331,1005.0,ads,mobile,12148
384,20250707,982.0,direct,desktop,15300
385,20241221,1338.0,email,desktop,74743
386,20250228,710.0,ads,mobile,72321
387,20240509,789.0,direct,mobile,58768
388,20240822,,referral,mobile,83689
389,20240817,1409.0,ads,desktop,0
390,20240911,660.0,direct,desktop,63121
391,20240413,1483.0,social,desktop,59321
392,20250205,504.0,direct,mobile,86222
393,20241009,,direct,desktop,28769
394,20250719,,referral,mobile,7851
395,20240812,656.0,referral,mobile,46376
396,20250925,,ads,desktop,0
397,20241104,1459.0,referral,mobile,51029
398,20240415,,ads,mobile,50560
399,20240625,,direct,desktop,27681
400,20250305,133.0,social,desktop,47060
401,20240229,1248.0,referral,tablet,0
402,20240416,,ads,mobile,54336
403,20240708,389.0,referral,desktop,59814
404,20240428,508.0,ads,mobile,60881
405,20240719,1403.0,social,mobile,20565
406,20250527,,ads,mobile,15452
407,20250827,,ads,mobile,83498
408,20250813,354.0,ads,mobile,21344
409,20240802,1493.0,direct,mobile,22513
410,20250103,,ads,mobile,45715
411,20240919,381.0,ads,mobile,57462
412,20240805,229.0,referral,mobile,35248
413,20250312,1377.0,ads,desktop,7549
414,20240814,,direct,mobile,30027
415,20240407,57.0,direct,mobile,50491
416,20250525,1353.0,ads,desktop,14997
417,20240430,,referral,tablet,9875
418,20240317,606.0,social,desktop,2164
419,20240917,1290.0,ads,mobile,0
420,20240926,,referral,mobile,52760
421,20250703,577.0,direct,mobile,54226
422,20250614,1400.0,direct,mobile,64341
423,20240613,,ads,tablet,3821
424,20250703,760.0,direct,mobile,75566
425,20250512,227.0,direct,mobile,50376
426,20240623,577.0,ads,tablet,28476
427,20250325,,ads,mobile,87667
428,20250630,939.0,ads,mobile,78610
429,20240930,,referral,mobile,50075
430,20240218,546.0,direct,mobile,33971
431,20250926,,referral,mobile,3224
432,20250827,1064.0,direct,mobile,47049
433,20240321,1032.0,ads,mobile,57450
434,20240218,1488.0,referral,mobile,32917
435,20250105,1140.0,direct,mobile,49187
436,20240924,1149.0,referral,mobile,46880
437,20241210,484.0,direct,mobile,32512
438,20250922,676.0,direct,desktop,1499
439,20250807,131.0,referral,mobile,0
440,20241005,863.0,direct,desktop,47920
441,20250116,828.0,direct,mobile,16534
442,20240815,951.0,ads,mobile,14183
443,20250429,907.0,direct,mobile,0
444,20250404,,ads,mobile,7054
445,20241125,669.0,direct,desktop,35712
446,20240311,,ads,desktop,46170
447,20250404,141.0,ads,mobile,74639
448,20250222,574.0,ads,mobile,72249
449,20250414,975.0,email,mobile,64242
450,20240421,,direct,desktop,34768
451,20240909,1042.0,ads,mobile,61179
452,20250620,397.0,referral,mobile,2473
453,20240621,1301.0,ads,mobile,77497
454,20241009,730.0,referral,mobile,21186
455,20250204,,social,mobile,2883
456,20241102,478.0,direct,mobile,39228
457,20240606,270.0,direct,desktop,27450
458,20241010,,social,desktop,2812
459,20240527,,referral,mobile,77166
460,20240617,749.0,referral,mobile,50228
461,20240914,,direct,mobile,39137
462,20240810,,direct,mobile,50032
463,20250329,,referral,mobile,64157
464,20240424,947.0,ads,mobile,21370
465,20240726,,referral,mobile,39675
466,20250814,829.0,ads,mobile,39779
467,20250930,6.0,ads,mobile,17303
468,20250621,231.0,ads,mobile,68561
469,20250212,,ads,mobile,35861
470,20250221,1473.0,ads,mobile,35330
471,20250319,845.0,email,mobile,56335
472,20240220,456.0,ads,mobile,81723
473,20250524,,referral,desktop,10544
474,20250923,417.0,direct,mobile,11009
475,20250511,202.0,direct,mobile,63393
476,20250322,78.0,social,mobile,31325
477,20241110,,email,mobile,34450
478,20240711,,referral,desktop,0
479,20250417,1060.0,direct,mobile,55115
480,20240521,663.0,direct,mobile,45818
481,20240810,176.0,ads,desktop,34169
482,20240419,,ads,desktop,12686
483,20240918,1243.0,ads,mobile,45312
484,20240407,,direct,mobile,30862
485,20250325,1458.0,ads,mobile,0
486,20250508,408.0,ads,mobile,48403
487,20250202,1301.0,direct,mobile,81074
488,20241017,,direct,mobile,30167
489,20250722,809.0,direct,desktop,9487
490,20250430,,referral,desktop,52695
491,20240707,,ads,desktop,89364
492,20240910,970.0,direct,desktop,15113
493,20250819,398.0,direct,desktop,26672
494,20241006,792.0,direct,mobile,0
495,20240608,1330.0,direct,desktop,12605
496,20250413,1487.0,direct,mobile,5947
497,20250617,853.0,direct,desktop,33846
498,20250530,108.0,direct,mobile,39414
499,20240404,,direct,mobile,14868
500,20240713,,direct,mobile,29656
501,20250816,,ads,mobile,70887
502,20240818,,email,mobile,11903
503,20241127,1155.0,direct,mobile,13240
504,20250228,1071.0,direct,mobile,0
505,20250423,,email,mobile,57955
506,20250813,,referral,tablet,41123
507,20250104,125.0,direct,desktop,25605
508,20240801,1210.0,direct,desktop,63785
509,20250524,,direct,desktop,32262
510,20241218,1438.0,direct,mobile,63604
511,20240807,72.0,ads,mobile,55102
512,20240427,1398.0,ads,desktop,7697
513,20241025,,ads,mobile,30560
514,20250417,,ads,mobile,11854
515,20250130,1250.0,direct,mobile,48503
516,20250709,1368.0,referral,mobile,77101
517,20240505,,ads,mobile,39745
518,20241017,4.0,direct,tablet,58001
519,20240806,,referral,desktop,69592
520,20250406,,direct,desktop,34601
521,20240414,1156.0,ads,desktop,12614
522,20240627,624.0,ads,mobile,53552
523,20240611,603.0,referral,desktop,17415
524,20250320,,social,desktop,62719
525,20250625,592.0,direct,desktop,62031
526,20240321,213.0,ads,mobile,0
527,20241026,,direct,mobile,58515
528,20240212,622.0,direct,tablet,20584
529,20250815,973.0,ads,mobile,86420
530,20241217,,ads,mobile,39351
531,20250506,629.0,referral,mobile,72501
532,20241228,,social,desktop,45128
533,20250506,942.0,email,mobile,65325
534,20240101,520.0,direct,desktop,67094
535,20250827,690.0,ads,desktop,45989
536,20240807,585.0,direct,mobile,70004
537,20240513,1403.0,ads,tablet,6155
538,20250613,,referral,mobile,54218
539,20250928,,direct,mobile,17840
540,20240403,,social,desktop,8118
541,20241124,570.0,direct,desktop,88050
542,20240217,1213.0,direct,mobile,64542
543,20240915,101.0,ads,mobile,62418
544,20240207,280.0,ads,desktop,88279
545,20240726,980.0,direct,desktop,38391
546,20250821,,social,desktop,77189
547,20240720,1121.0,email,desktop,6838
548,20241216,1259.0,social,mobile,76094
549,20250325,,direct,mobile,12402
550,20240912,1025.0,ads,desktop,52826
551,20240713,1050.0,direct,mobile,31417
552,20240125,,direct,desktop,47749
553,20241112,168.0,email,desktop,26886
554,20240106,,referral,desktop,40557
555,20240831,1144.0,direct,desktop,72008
556,20250812,,direct,mobile,76498
557,20250517,,social,mobile,64603
558,20250123,156.0,ads,mobile,81022
559,20240509,829.0,referral,mobile,47688
560,20250927,659.0,direct,mobile,7408
561,20240909,1054.0,direct,mobile,42639
562,20250306,1380.0,social,mobile,83432
563,20250914,1450.0,ads,mobile,62991
564,20250802,1379.0,direct,tablet,10718
565,20240819,,email,mobile,62237
566,20240918,,direct,desktop,58603
567,20241220,1295.0,email,mobile,0
568,20240724,302.0,direct,tablet,5705
569,20241125,167.0,social,mobile,15653
570,20240620,612.0,ads,mobile,15164
571,20250111,514.0,direct,mobile,38451
572,20240811,864.0,ads,mobile,37134
573,20250212,547.0,direct,desktop,88320
574,20250616,680.0,direct,mobile,81404
575,20240801,434.0,direct,mobile,54429
576,20240422,807.0,direct,desktop,76626
577,20250121,,direct,mobile,8959
578,20240424,684.0,referral,mobile,56191
579,20241230,3.0,direct,desktop,3886
580,20241014,207.0,direct,mobile,1666
581,20240511,824.0,ads,mobile,33191
582,20240917,764.0,ads,desktop,61885
583,20241222,953.0,social,mobile,61169
584,20240515,,ads,mobile,10096
585,20240221,677.0,ads,mobile,55502
586,20250628,,referral,mobile,74222
587,20241221,,direct,mobile,38742
588,20240530,20.0,direct,mobile,59342
589,20240614,671.0,ads,mobile,61046
590,20241008,897.0,ads,mobile,12026
591,20250210,1288.0,referral,desktop,0
592,20250802,,social,desktop,0
593,20240206,138.0,direct,mobile,37160
594,20240212,493.0,direct,mobile,71991
595,20250727,1296.0,direct,desktop,7750
596,20250125,882.0,ads,mobile,10791
597,20240321,,social,mobile,80377
598,20240313,,referral,tablet,29636
599,20241119,506.0,ads,mobile,9838
600,20250419,184.0,direct,mobile,44013
601,20240529,743.0,email,desktop,6439
602,20241207,,referral,desktop,0
603,20240529,1361.0,direct,desktop,65968
604,20250323,,referral,mobile,47203
605,20240728,1228.0,ads,mobile,0
606,20240516,1088.0,email,desktop,38490
607,20240413,1085.0,direct,mobile,76510
608,20241229,151.0,ads,desktop,61011
609,20240201,,ads,desktop,36789
610,20241215,,ads,mobile,82585
611,20250524,827.0,ads,desktop,41169
612,20250909,431.0,social,mobile,48300
613,20240501,,direct,desktop,6785
614,20240608,910.0,referral,desktop,5112
615,20250207,,direct,mobile,1177
616,20250610,922.0,ads,mobile,35648
617,20250423,,ads,mobile,38589
618,20240803,,direct,desktop,11699
619,20240601,22.0,direct,desktop,72572
620,20240511,,ads,desktop,14768
621,20241022,630.0,direct,tablet,36930
622,20240805,10.0,direct,mobile,55964
623,20240510,91.0,ads,desktop,49274
624,20240905,1137.0,direct,mobile,36143
625,20241005,1276.0,ads,mobile,52169
626,20240209,,direct,mobile,0
627,20241019,282.0,direct,desktop,62830
628,20250323,1323.0,ads,mobile,79076
629,20240601,1345.0,ads,mobile,0
630,20240710,540.0,referral,mobile,3471
631,20240819,139.0,direct,desktop,72978
632,20240925,,email,desktop,0
633,20241115,210.0,direct,mobile,44615
634,20250211,748.0,ads,mobile,20177
635,20241204,,social,desktop,75265
636,20240709,1375.0,direct,mobile,57093
637,20250701,,direct,mobile,81561
638,20240408,,ads,desktop,83240
639,20240206,677.0,email,mobile,14187
640,20240425,,email,desktop,65887
641,20250528,1143.0,email,mobile,49060
642,20250216,1302.0,referral,desktop,89472
643,20250821,715.0,referral,desktop,35364
644,20240831,762.0,direct,desktop,41819
645,20250311,,direct,mobile,81629
646,20240303,566.0,ads,desktop,49839
647,20250531,,email,mobile,25008
648,20240522,1381.0,referral,mobile,3971
649,20240612,488.0,direct,desktop,75748
650,20241204,,ads,mobile,39096
651,20250225,681.0,ads,mobile,32232
652,20241214,989.0,direct,desktop,52534
653,20250604,1073.0,referral,mobile,4879
654,20240630,521.0,ads,desktop,69236
655,20240716,1124.0,direct,mobile,60423
656,20250118,1335.0,direct,mobile,10626
657,20241003,127.0,referral,mobile,72503
658,20250911,692.0,ads,mobile,14859
659,20250611,1325.0,email,mobile,76992
660,20240306,613.0,direct,mobile,58091
661,20241025,1059.0,direct,desktop,10687
662,20250414,,direct,mobile,53277
663,20240708,,email,desktop,68799
664,20241031,507.0,email,tablet,54556
665,20240214,1116.0,ads,mobile,46078
666,20250820,,direct,mobile,18761
667,20240321,354.0,email,mobile,66345
668,20241216,1314.0,email,desktop,36828
669,20240521,793.0,direct,desktop,80640
670,20250827,1418.0,ads,desktop,32438
671,20240914,,direct,desktop,47289
672,20240423,1322.0,direct,mobile,66454
673,20240424,866.0,ads,desktop,6387
674,20240305,386.0,direct,tablet,72081
675,20240607,,direct,desktop,17416
676,20240523,400.0,direct,mobile,62800
677,20250103,,ads,mobile,46745
678,20240518,,ads,mobile,52332
679,20250314,1130.0,social,mobile,28024
680,20240517,,ads,desktop,10102
681,20241010,,ads,mobile,75624
682,20240827,,direct,mobile,21425
683,20250726,1223.0,referral,desktop,0
684,20241225,862.0,ads,mobile,86359
685,20250522,106.0,direct,mobile,74097
686,20240808,930.0,referral,desktop,47070
687,20240426,242.0,email,mobile,46029
688,20241218,,social,mobile,86918
689,20250721,1325.0,referral,mobile,44079
690,20240709,56.0,ads,tablet,4480
691,20250301,,direct,mobile,0
692,20250611,,ads,mobile,13218
693,20250815,28.0,direct,mobile,14045
694,20250324,,email,tablet,23495
695,20240226,912.0,direct,desktop,3381
696,20250804,1042.0,ads,mobile,32517
697,20250205,,email,mobile,32441
698,20250307,1082.0,direct,desktop,49850
699,20250315,454.0,direct,desktop,59710
700,20250828,944.0,email,desktop,28778
701,20240324,1182.0,direct,mobile,31545
702,20241129,1476.0,direct,desktop,7947
703,20250810,237.0,email,desktop,5570
704,20240626,,social,desktop,0
705,20250926,851.0,email,mobile,16094
706,20250521,,referral,desktop,52464
707,20240505,685.0,direct,mobile,85158
708,20240126,287.0,referral,desktop,60969
709,20240422,,ads,mobile,67582
710,20250210,1217.0,ads,mobile,35071
711,20250613,,ads,mobile,24408
712,20240618,,ads,mobile,38409
713,20240801,30.0,referral,mobile,75747
714,20240102,,ads,mobile,78361
715,20240901,345.0,direct,mobile,71242
716,20240629,,direct,tablet,31581
717,20241113,,direct,desktop,45960
718,20241225,1150.0,ads,mobile,31870
719,20240421,361.0,direct,desktop,70604
720,20241121,,referral,desktop,25815
721,20240928,,direct,desktop,57468
722,20241122,1273.0,email,mobile,9995
723,20250218,156.0,direct,desktop,74643
724,20240816,272.0,social,mobile,38216
725,20240907,,ads,mobile,15329
726,20241202,583.0,email,mobile,0
727,20240917,808.0,ads,mobile,5541
728,20240124,1484.0,email,desktop,37025
729,20240409,,referral,mobile,5800
730,20250326,73.0,referral,mobile,27790
731,20250823,1222.0,direct,mobile,0
732,20240111,443.0,direct,desktop,7994
733,20240122,,referral,desktop,39951
